text,Sentiment_label
"Artemis II lifts off: four astronauts aboard Orion on the first crewed trip beyond low‑Earth orbit in 50+ years. A major win for NASA — and a catalyst in the U.S.–China space competition. Read more: https://t.co/rLPJ3dysBk

#ArtemisII #NASA #Moon #SpaceXNotIncluded #SpaceNews",
This just in: Judge Biasberg just issued a nationwide injunction and ordered the Artemis 2 to turn around and land immediately. Story at 11....,
"Artemis - Begging of AI story 

Artemis 2 
                                &lt;— you are here
Artemis 3

2 Artemis 2 Moon

Artemis: Tokyo Drift

Art and mis

Artemis 7 Doomsday

Art 8 - Endgame",
@CuriosityonX The Artemis 2 picture was taken in the dark with a high exposure.  Jesus fucking  Christ you dumb cocksuckers.,
@Eng_china5 Apollo 11 landed. 11. Artemis 2 is flying around it already. The concept is now proven. Only way to test it is to do it. Unmanned would not prove it enough. The will land long b4 Artemis 11. Be patient in order to not become patients.,
@AskMichaelTaiwo Artemis 2 was not a moon landing mission,
"the diff between Artemis 1 and 2s first launch attempt is interesting,
 Artemis 1 had a sensor issue that wasn't telling correct numbers and it scrubbed
 Artemis 2 had a sensor issue that wasn't telling correct numbers and it bypassed and launched",
"@DschlopesIsBack Um, there is a small portion of Artemis 2 that is considered a galley.",
The stunning #Earth is in full rounded circle. #Artemis2 https://t.co/HUP4CRfonB,
"It’s insane how scared I am of space and yet it fascinates me at the same time, legit had a panic attack when I went to see Endgame during the space scene with Tony and cried bc it’s terrifying to me and now I’m obsessed with Artemis 2",
@SenThomTillis @Astro_Christina Republicans in the Senate shouldn't even comment on Artemis 2. You've pitted yourself against the American people and our country. You have no right to share in its achievements,
"Artemis 2 LIVE: Artemis 2 astronauts halfway to moon, report 'burning smell' from toilet https://t.co/ELg55yi14j",
"#ArtemisII @NASA_Technology
@NASA
@NASAKennedy
I thought of a few nick names for the flight crew. Based on there sleeping arrangements:  Jeremy Hansen- Netted cargo Christina Hammock Koch- Bat women. Victor Glover- Wallpaper Reid Wiseman- Chair force.  What do you think? 😀",
@ExploreCosmos_ We need an exposure stack image from Artemis 2 on their way back home.,
"@crumbsnatch1 @Phil_Onious @mightbejell0 Still waiting for proof it's all bS like you claim.

Still waiting for you to explain,what,we are doing with Artemis 2 launch if it isn't to go to the moon.

What do u think nasal does exactly?",
@Dan16676935420 2 Artemis 2 Moon is nice but have you considered Artemis 2: Electric Boogaloo?,
"If Orion travels at the speed of light, it would have taken the Artemis 2 crew 1.3 seconds to travel from earth to the moon.",
"@SpaceflightNow 🌕 Historic Moment:
Last night, Mission Control in Houston told the Artemis 2 astronauts they were now closer to the Moon than Earth. A thrilling milestone, marking humanity’s return to lunar exploration and bringing us one step closer to walking on another world. 🚀✨",
"🚨🚨Breaking 
54 years later, we are finally going back. 🚀 Artemis 2 is officially in flight, carrying the dreams of a new generation toward the Moon. A ""burning smell"" from the space toilet might be the most human technical glitch in history, but nothing can dim the glow of those first images of Earth. Small steps for the crew, giant leap for the Artemis Generation. 🌕🇺🇸 #Artemis2 #NASA #MoonMission #BreakingNews",
Behold These Breathtaking Views of Earth Captured by the Artemis 2 Astronauts https://t.co/gw49cjMAkq,
@CuriosityonX The sun's luminance is deteriorating! #Artemis2,
@AskMichaelTaiwo Artemis 2 landed on the moon? Who’s Artemis 2? I haven’t heard anything about it,
@WhiteHouse What if they bomb @NASA Orion spacecraft Ground Station Right now? The artemis 2 gonna fuck,
"NASA's Artemis 2: Astronauts' pay structure revealed, here's how much they'll make during historic mission
https://t.co/S9T70Pvnt4",
@AskMichaelTaiwo The toilet has just exploded on Artemis 2,
"Artemis 2 travels at 17,000 mph, per NASA, 4 days or 96 hours to reach the mooon which, NASA is 240,000 miles from Earth. 96 hours X 17000 mph is over 1,600,000 miles. Any questions?",
"I'm glad that Artemis 2 launched successfully but there's nothing record-breaking about its mission. It is basically a simplified version of Apollo 8 but 58 years delayed. Neither mission planned a Moon landing but Apollo 8 orbited. Artemis 2's trajectory is a ""free return."" A rocket burn in Earth orbit injected Artemis 2 into a trans-lunar trajectory that ""sling-shots"" around the Moon back to Earth without another rocket burn. The fact that the crew is going further from Earth than humans have gone before is sold as an achievement but is just necessary to follow the simple ""free return"" trajectory. In later missions, Artemis will have to achieve lunar orbit to rendezvous with a lunar lander. So Artemis 2, while safer, is a less complete test than its predecessor, Apollo 8. Despite finally achieving crewed launch, Artemis 2 again demonstrates that today NASA can even replicate the tech achievement of its 1960s Apollo program. NASA's chronically underfunded human space flight has been, for decades, a bloated bureaucracy pushing globslist ideology not US  space tech. It's time to turn US human space flight program over to the Space  Force.",S
@SpaceflightNow That is incredible timing closer to the Moon than Earth is a powerful perspective. The hum of countdowns and the calm of Mission Control must be surreal. Do you think Artemis 2 will push for new insights on deep-space navigation during its flight?,
"@NASA_Johnson The Artemis II crew has passed the midpoint on their way to the Moon. 

They're getting ready for a close flyby and will be the first humans to see the far side of the Moon up close since Apollo.Great job, team! Bring those amazing views home.
#ArtemisII #Moonbound",
"Artemis 2 crew, including Canadian Jeremy Hansen, is halfway to the Moon and thriving! 🚀🇨🇦 But NASA's facing a 23% budget cut proposal for 2027. Ouch. What's your take? 🛰️

https://t.co/yjHt21IV1U",
Can everyone who believes the Artemis 2 is fake just choke on their own air. I mean im surprised they haven't already.,
@RepPettersen Andddd artemis 2 90bill,
What in the flying fuck do you mean the life series was mentioned during the Artemis 2 launch,
"Daily Dose of Perspective I am taking the opportunity presented by the photo of Earth taken by the Artemis 2 crew to change the focus of today’s newsletter. I will briefly discuss domestic and foreign developments, then discuss what we all can... https://t.co/H1jtttv3Ct",
Genuinely so jealous of those 4 astronauts on Artemis 2.,
@joerogan No talk about the Artemis 2 moon mission huh......,
"That's one small step for man, one giant leap for mankind-Neil Armstrong   #ArtemisII",
"What did they consume the night before? 🚽    #artemis #artemisII #space #moon #earth #astronauts

Artemis 2 LIVE: Artemis 2 astronauts report 'burning smell' from Orion toilet | Space https://t.co/Tz3z82wD9u",
"@nkh12349 I love it! Artemis 2 can't land on the moon because the lunar lander hasn't been built yet. Both Space X and Blue Origin are building lunar landers &amp; the winner of that competition will fly to the moon on a separate rocket, orbit the moon and wait for Artemis 3 to dock with it.😊",
"23 million dollars for a toilet that can’t even handle day one……💸

Space🌎 is wild 😁 …..

🚀 

#NASA

 #ArtemisII",S
@ProfJeffries Yep! Still using their hard work for this new Artemis 2 mission.,
seeing the #artemisii coverage is like my own version of cocomelon,
"NASA’s Artemis II mission performed a critical 6-minute engine burn and is now on its way to the Moon with precise corrections 🚀🌑

🎥 Watch full video: https://t.co/EUCBWbF4UG

#artemisii #nasa #moonmission #spaceupdate #deepspace #moonflyby #spacenews #astronauts",
@benjamincowen @grok when was Artemis 2?,
"yall pls link me cool Artemis 2 posters, i wanna print it and put it in my wall",
"With 50+ years of insane tech advances (phones with millions× Apollo's computer power), we spent 93+ billion dollars and 9+ years on Artemis 2...

...and all we got is a lunar loop/flyby.

Apollo did 6 landings in 8 years for ~290 billion (today's dollars) at peak urgency.

SLS costs 4 billions dollars per launch. 

Why are we slower and more expensive now? 🚀😕",S
"NASA's Artemis II crew is now 100,000 miles from Earth and closing in on the Moon! The first stunning photos of Earth from the mission are absolutely breathtaking. A historic moment for space exploration! #ArtemisII #NASA #SpaceExploration",
"The way I’ve been following up on the Artemis 2 mission ehn 😭
Bruhhhh",
"Its hilarious how the artemis 2 mission has brought out ALL the idiots again, what the fuck kind of takes am I seeing on here🤣🤣",
Comment your photos of the Artemis 2 launch! 🚀,
"@NASA @NASAArtemis From Florida’s Space Coast, this hits different! Watching the Artemis II crew get closer to the Moon while we look up from the same launch site they left from… unreal. The Moon out the docking hatch must be breathtaking. Can’t wait for those lunar flyby photos! 🌕🚀 #ArtemisII",
"NASA launches 4 astronauts to the moon on historic Artemis 2 voyage, a lunar leap for the 21st century #space #feedly https://t.co/29FAMzmjBx",
Krispy Kreme launches Artemis II doughnuts alongside NASA’s moon mission. 🍩 #KrispyKreme #NASA #ArtemisII #Doughnuts https://t.co/cre25E7okY,
"@AskMichaelTaiwo You be sure to catch us up when the Artemis 2 crew makes a moon landing.  Elon is not the focus of this mission, he isn’t involved, and if he were to try and make himself the focus by making dozens of tweets about it, you would be even more upset about it and still clueless.",
Calgary-born astronaut Jenni Gibbons lends a voice to Artemis II crew on moon mission. #artemisII ⁦@NASAArtemis⁩ @Nasa #Artemis  https://t.co/ENEeC4ULYl,
"NASA unveils 1st Earth photos from Artemis II: ‘You look beautiful’

#NASA #ArtemisII #Earthphotos #Moon #optvusa

👇
https://t.co/CjiO2NnWY4",
"While travelling toward the Moon, gravity is much weaker. Thus, time will move slightly faster (milliseconds) for the astronauts of Artemis 2. However, they're moving at 40,000 km/h which slows down the time by milliseconds. Net effect - time slows for them by few milliseconds.",
"I AM WATCHING ARTEMIS 2 DO THEIR THINGS, I KNOW HOW MY MOON LIGHTS ALWAYS.",
"Reflecting on the words from the Astronaut speaking from space as Artemis 2 journeyed to the moon
He said ;
""Humanity has once again shown what it is capable of ""
I agree.
Certainly capable of much good.
But in the year 2026 also capable of much inhumanity towards its own kind.",
#ArtemisII Astronauts' updates,
"Even Artemis II Astronauts Have Microsoft Outlook Problems

Speaking with mission control in Houston, Commander Wiseman said “two Microsoft Outlooks, and neither one of those are working.”

#artemis2 #space #nasa #microsoft #outlook #surface #tech 
 
https://t.co/0ub742W2in",
@Ranggajati_ Man what the hell happened overnight? Last thing I saw was the moon rabbits flashing Artemis 2,
"Try to find yourself in these pics. You won’t. And that’s the point! 

#ArtemisII",
"@goodlobster1 So, if you do believe, there should be a stripped down jeep with two lawn chairs and a wind blown umbrella still there up there. Have Artemis 2 check on the way by.",
"Artemis II Flight Day 2: Orion Completes TLI Burn, Crew Begins Journey to the Moon 🚀 #NASA #ArtemisII #space https://t.co/rUT8UTWYvt",
"The US is a place filled with remarkable achievements and limitless possibilities. (This tweet was inspired by the Artemis 2 launch),",
Is Artemis 2 at the Moon Yet? Live Updates &amp; News https://t.co/GsZ8khOMZ3,
"So, people like this have the power to change things. Twats like these think that Artemis is about checking for living beings on the moon. Did she even read what Artemis 2 is about? Do people who think NASA is a waste of a firm just do these things for fun? I'm genuinely shocked at how stupid people can be! Does she not realise that the information we could gather in space could help us to solve cancer? Or help us find a cure for an incurable illness? But no, no, no, Zoe Williams says it's for nothing. What an absolute ridiculous waste of a human. Genuinely.",
All this #ProjectHailMary and #Artemisii talk is making me excited to play #Starfield next week after it’s big update 🤗,
"@AskMichaelTaiwo I would venture to guess that the reason Elon isn't talking about the moon landing, is because Artemis 2 isn't landing on the moon. It is strictly a fly by mission. The only way Artemis 2 ends up on the moon is if it crashes into it",
@AskMichaelTaiwo Artemis 2 isn’t making a landing.,
"@R2D2NCC1701 @TheMarcitect Where is all the video footage and photos from the 22 cameras on Artemis 1, and the 2TB of storage they took to store it all? Not on NASA's website. Artemis 2 is an absolute joke - what is the point of flying around the Moon without even oribiting it for a few days?",S
"@AskMichaelTaiwo You are the only person who thinks Artemis 2 is landing, it isn’t.",
"@konstructivizm Did the have a Camera Arm ? Or is Artemis 2 so big to get a picture of all 3, Earth, Spaceship and the Moon ?
Or is it a Hoax, like one AI said to 
80 % after analyzing a Moon landing Picture ? 😉😁",C
The pilot of Artemis 2 is black😶,
"Euh, wait!
""First time we are gonna sending humans to the moon""?!
#ArtemisII",C
@volcaholic1 space debris from the Artemis 2?   🤔,
Unfortunately I have no interest in the Artemis 2 thing going on,
"Yesterday's (Apr 03) most viewed Wikipedia articles:
    
#1 .xxx
#2 Artemis II
#3 Dhurandhar: The Revenge
#4 Good Friday
#5 List of highest-grossing Indian films
#6 Pam Bondi
#7 The Drama (film)

#DotXXX #ArtemisII #Dhurandhar #GoodFriday #Bollywood #PamBondi #TheDrama 

#1 https://t.co/psVBBU1qc0
#2 https://t.co/1LRhvNgDgg
#3 https://t.co/foKO9cAuiJ
#4 https://t.co/ve4twdDCnq
#5 https://t.co/hzpJCayNTc
#6 https://t.co/fP76ScefQR
#7 https://t.co/G5pDaGkT4C",
@Crabmeat4600 @broboimation Artemis 2 is past the satellite belt too I’m pretty sure so it would be harder to get an image of the Sudan massacre,
Artemis II astronauts share stunning Earth photos from their Moon journey — a historic moment for space exploration! Humanity is heading back to the Moon. #ArtemisII #NASA #SpaceExploration,
NASA’s Artemis II Mission Leaves Earth Orbit for Flight around Moon  https://t.co/IL4FOAWAaV #ArtemisII #exploration,
"Yeah of course we didn't land on the moon in 1970. Apollo 13 had an oxygen tank explode and had to change from a lunar landing to a free return flyby of the moon, similar to Apollo 8 and Artemis 2. But we did land in 1969, 1971, and 1972.",
"What a great photo! 
#ArtemisII #ArtemisLaunch",
"@IKFMMG @DiscussingFilm with the money this administration blew in just the first 6 days of the Iran war, we could launch Artemis 2 nearly 3 times over
~$12 bn in the first 6 days
~$4 bn per SLS launch
if you don't like unnecessary expenditure, get on trump's ass for being Netanyahu's lapdog",
"@NathanABrown9 @AskMichaelTaiwo @elonmusk Zero times. 

Searches of elonmusk's posts show no mentions of ""Artemis II,"" ""ArtemisII,"" ""Artemis 2,"" or ""Artemis2."" He has referenced the broader Artemis program twice (once in 2022 about Artemis I, once in 2024 about Starship's potential for the Moon).",
"@_GlobeObserver Interesting images From Apollo 11 to Artemis 2. Humans keep moonwalking, but Earth keeps shining. 🌕✨",
"@DarrenPlymouth Artemis 2 isn’t doing anything new or innovative.

This would be like wanting a comment from Elon about the new  Ford Edge… 

Same with the Iran War. It’s the same product in a new package.",
i’ve been obsessed with watching artemis 2 videos for days now,
Loving all the visuals coming out about the path of artemis 2. Beautiful math meets science.,
Artemis 2 by the Numbers: Breaking Down NASA’s Big Return to the Moon https://t.co/lriGFxiFgh,
"🚀 Artemis II sparks a new space era, but we must avoid turning the cosmos into a battleground. 🌌 Let's prioritize cooperation &amp; human welfare. #SpaceForAll #ArtemisII https://t.co/2ccLbjqIhv",
"Houston shines as 'Space City,' igniting dreams with Artemis II. Let’s fuel our cosmic curiosity over coffee, orbiting inspiration with Moonrise. Sip under starlit skies and explore the universe, one brew at a time. ☕🌙 #ArtemisII #SpaceCity #HoustonSpace #MoonriseCoffee",
"Where the ""astronauts"" evacuated Artemis 2.

https://t.co/E82JJj2Rr1",
@AskMichaelTaiwo Artemis 2 isn’t landing on the moon.,
The Artemis II mission isn't just a moonshot; it’s a catalyst for the next generation of STEM leaders to see what is possible through disciplined innovation &amp; strategic engineering. A truly spectacular moment for global exploration. 🚀📐 #STEMAdvocacy #ArtemisII #HighPerformance,
ALL NASA 4 CREW MEMBERS PLUS MY VERY OWNED SPIRITUAL SELF ALONG MY  FAVOURITE HUMAN THE VICTORY OF 1999 MAKES ALL 5 OF US ON THE ARTEMIS 2. UNDER GOD GUIDANCE TOGETHER WILL MAKE HISTORY @NASA .,
"@RedWavePress He’s not just first black man, he’ll be one of the first men because Apollo missions could not have gone because Apollo 13 proves it: 

Apollo 13 travels almost as far as Artemis 2, yet A13 took less than 6 days and A2 is expected to take 10 days while A2 will set speed records",
@AskMichaelTaiwo You are a biased blind fool. Elon cheered for Jeff Bezo’s Blue Origin and congratulated them for their successful launch. Clearly he is not petty like you think. @grok Did Elon comment on Artemis 2?,
"I love everything about the Artemis 2 mission to speed around the moon and come back safely, except for one thing: there is absolutely no need every time an astronaut gets on the mic to try to read some pre-written, earth-shattering statements of grandiose nature. 

Please just be professional and show us how amazing spaceflight can be with American know-how.",
im overly invested in Artemis 2 😭,
Seeing alot of post about the Artemis 2 makes me feel with glee as it seems more people got more interested with space,
"@SPACEdotcom @SPACEdotcom Artemis 2 will never land on the moon , why do you fake and lie again and again ? even use photoshoped pictures ?",
"Ancient, but she's still a beauty. 🌎
#Artemis #Apollo #ArtemisII",
Where to find the HQ download? Pang wallpaper. #ArtemisII,
"The space agency added that during their journey around the far side of the Moon, the crew will capture imagery to share with scientists and the public.

#artemisII

https://t.co/UX7ECgrUPa",
"@LucidRogues Yeah, he'll try to help Artemis 2 land without any ""problems"" 🙂",
Why Artemis 2 is going to the moon - and what Nasa hopes to find https://t.co/92feFvVtx8,
"Anybody else notice how Sissy SpaceX has been conspicuous by his lack of commentary about the Artemis 2 launch? 
Jealous that he hasn't gone beyond LEO maybe?",
"@PopBase 🚀 MOON JUST SERVED ABSOLUTE FIRE🔥  

Artemis II dropped the most cinematic lunar glow-up in 50+ years!  

Humanity sliding back into the solar system DMs like “heyy bestie” 🌕😭  

Locked in for the flyby? This is NOT a drill!
#ArtemisII",
"Tune in at Noon EST to @CBCRadioCanada Quirks &amp; Quarks to hear my conversation with Bob McDonald about the #ArtemisII mission- or listen online:

https://t.co/kJjLCC5HNe

@WesternU #ToTheMoon @csa_asc",
"@NASA I look forward to seeing those images from the far side of the Moon! 😎
#ArtemisII",
@PhysInHistory artemis 2 is fake,C
"@AntonioSabatoJr Theyre going to nuke Iran and observe the blast from the moon in Artemis 2 provided space is real.... wasnt the last time a ""nuke"" was used, was during the last moon missions? Some time in there? the last man moon mission they dropped nukes in Japan?",C
"🚀 Right now , the #ArtemisII crew is closer to the Moon than to Earth — the first humans to cross that line in over 50 years.  

From the Moon first… then Mars… then the stars ✨  

This isn’t just a mission. It’s proof that humanity can CREATE, not destroy. 

A shining reminder that there is still hope for our species.  

The future looks brighter when we look up. 🌕⬆️  

#ArtemisII #SpaceTravel #HopeForHumanity @NASA",
"The Artemis 2 mission is showing the whole world how HILARIOUSLY STUPID many Americans really are 😂😂😂
#artemis #moon #maga #trump",
"@NASASolarSystem One suggestion: offer, for a symbolic price, a replica of ""Rise"" to those who registered their names for the Artemis 2 mission.",
"Joe, Bill O’Reilly told me that Artemis 2 just shot thru the Van Allen Radiation belt! You got some splaining to do. 🤣",C
@NASA @NASAArtemis When will Artemis 2 take high resolution photos of the previous moon landings? The photos should include the Moon Buggy as well. It will embarrass the naysayers. LMK,
"@astroferg @s2a_systems You can use the @Unistellar tool to check if and when #ArtemisII is visible from your location.
https://t.co/dOLBvKBjlf",
artemis 2 fills me with such hope for humanity and the world like we can still do great things if only we are striving to build and not pillage,
"@BullandBaird @ericgarland Imagine the math to figure out the Apollo missions did not go to the moon:

Apollo 13 travels almost as far as Artemis 2, yet A13 took less than 6 days and A2 is expected to take 10 days while A2 will set speed records",
"Beauty of USA under Trump!
On one hand,Astronauts head to Moon,while on the other, they successfully decapitate Ayatolla regime. While people across nations wait for #Artemis2 lunar pics ,people across Globe cheer pics from Epic Fury&amp; Roaring Lion, blasting the Terrorists' Caves",
@FrancoisvdMerw2 @ProjectChaney Artemis 2 is fake and gay as fuck,C
"@NASA 54 years apart, yet Earth still takes our breath away. 🌍✨ From Apollo 17 to Artemis II—humanity reaching farther, our home shining brighter. What a time to be alive! 🚀 #ArtemisII #BlueMarble",
@luke_leisher_ i started playing again because of artemis 2 as well lol,
"@Investanswers We landed on the moon, and Artemis 2 is real. Covid was a man-made population killing test run.",
"🔴 WATCH LIVE: NASA's Artemis 2 Launches To The Moon LIVE | Kennedy Space Centre | Moon Rocket 🇺🇸 @CNBCTV18News via @YouTube ✅ 
https://t.co/I5MosmrzVf",
"@mysticinthemoon Can't afford to become a member but looking forward to the next free episode. What do u make of the dates of Artemis 2, reaching the moon right at Easter? 🐰",
🚀 Watch Live: 24/7 Artemis 2 spacecraft views and mission updates https://t.co/x9e6azPiUR via @YouTube,
"@CryptoWhale Why can we see Starlink satellites with the naked eye from the ground at 600 km altitude, but we don't see them when looking from the other side, like from the Artemis 2 mission on its way to the Moon?",C
"What if #Artemis2 is another chess move &amp; it’s all a ploy to prove or disprove the first moon landing…….

Just asking questions. 🤣",C
Watch Live: 24/7 Artemis 2 spacecraft views and mission updates https://t.co/VBzGTyvGpm via @YouTube,
"Full story → https://t.co/a6CTllSjAx

#ArtemisII #MoonMission #SignalEdge",
Wishing the crew of Artemis 2 a successful and safe travels.,
artemis 2 be like:,
@AskMichaelTaiwo I must have missed the artemis 2 moon landing 🤷,
@CuriosityonX I didn't know Artemis 2 had a kitchen.,
"How are #Artemis2 astronauts staying fit? They exercise using this unique gym

https://t.co/DwzbtJ9Kp5",
"@hellonehha I also know a guy on Artemis 2 crew 

He told me they are  using AI to drive the spaceship , honestly I think we are cooked",
Flat earther is a mental disorder. So are moon landing deniers.  #ArtemisII,
"@AskMichaelTaiwo I’m not sure how people are confused about it, but Artemis 2 is not landing on the moon.",
"The Trump Economy Reminds me of the Artemis 2 Launch!

Did You See That March Jobs Report? https://t.co/eYfS4bMZEA",
"NASA released some better footage of the Artemis 2 launch but a lot of it makes the SLS rocket look pretty janky. That rough, orange, insulation foam doesn't look good up close, &amp; you can also see what looks like caulking smeared everywhere. The pride in workmanship is not there.",S
Oh these post match quotes to send everyone to Artemis 2,
"@BuzzPatterson But is it spherical, the flat-earth era will say. Plus, they are already declaring Artemis 2 to be theater and AI fakery.",
"@AskMichaelTaiwo Well, it’s nearly impossible to talk about a moon landing if a moon landing isn’t happening.  Artemis 2 is not landing on the moon, so you’ll have to find something else to hate the rich man for.",
@Daily_MailUS We knew way before Artemis 2 video.,
"Because we live in a digital hellscape with no trusted context:
THIS IS A JOKE.
The Artemis 2 mission is happening and it's progress is covered by multiple, independent, verified, reputable sources.",
"Her: I wonder what hes thinking about? other girls?

Him: I read the food packs on Artemis II some have cous cous in them, is that not a real hazard in a zero gravity environment? What if 1 bursts open? 

@NASA I need to know! #NASA #Artemis2",
@PicturesFoIder Love these candid ISS moments! Artemis 2 is going to be incredible to follow 🚀,
"@AntagonisticCas No. This is a joke about how degraded truth has become in a world with AI news fabrication. The Artemis 2 mission is happening. Its covered by verified, reputable sources.",
@elonmusk Seems timed with Artemis 2 reaching the moon…,
@AdrianaVeterin Because the Artemis 2 could not reach escape speed without a swing-by!,
"@AskMichaelTaiwo Moon landing Michael? You watching Elon like you are watching the Artemis 2 and you are missing things, no?",
"BREAKING: 

Humans are officially back on a Moon mission 🚀
Artemis II just sent astronauts beyond Earth orbit for the first time since 1972 — and the next giant leap is already loading…

The space race? It’s not back. It’s upgraded. 🌕✨
#ArtemisII #SpaceExploration #ScienceWins",
The didn't send me in the Artemis 2 cause they knew I wouldn't shut up about Ryland grace the whole time and the other astronauts would kill me,
"@VoidWinnower @DelusionPosting To be fair, no one remembers the Apollo 10 astronauts that did the exact same flight as Artemis 2. Artemis 3 will be a step back to Apollo 9. It'll likely be Artemis 4 that matches Apollo 11.",
"""We are one people"": Artemis 2 sends message of unity on the road to the Moon
https://t.co/gUF705cAwc",
@AskMichaelTaiwo Artemis 2 is not landing on the moon you bellend,
@AskMichaelTaiwo Artemis 2 didn’t do a moon landing. They’re doing an orbital flight around the moon. The actual moon landing is being done by Elon’s Space X on Artemis 3,
Day 4: Orion is now closer to the Moon than to Earth. Commander Wiseman reported seeing the Moon through the docking hatch — growing larger by the hour. 53 years since humans last made this crossing. #Artemis #ArtemisII #NASA,
"I implore all the flat earth believers on this!! ""Search the matter"" with new evidence. 📖 The #ArtemisII mission is currently showing us the Earth as it truly is—a magnificent globe. I implore our spiritual leaders nembudzi dzavo dzonovatevera, the Makandiwas and Euberts to embrace this modern revelation. Science doesn't diminish God’s work; it reveals the scale of it. 🇿🇼✨ #Truth #Artemis #Creation",
Artemis 2 is in my book I told them it means revelations...,
What if trajectory of Artemis 2 missed during swing on moon gravity and they just float to the infinite 👀,
He walked on the moon in 1972. This is his advice for the Artemis II astronauts. https://t.co/ggqnogEy7h #ArtemisII,
"The moon is flatbread.

#Artemis2",
"i’m just going to assume this is a joke, but in the 0.00002% chance that someone is this stupid, i’ll explain.

artemis 2 has a pre-programmed flight path to be able to fly by the moon in 5 days. this flight path is accurate to the millimetre. they can’t just alter their flight path like a car.

plus, no amount of visual evidence would complete a flat earther. they’ll call it cgi.",
"""🚀Coming to a galaxy near you soon!🌌The Artemis II Crew's survival suits are out of this world, ready for their test flight! Tailored for Wiseman, Glover, Koch of NASA, with a special appearance by Hansen of CSA. Stay tuned!👨‍🚀👩‍🚀🌒 #ArtemisII #SpaceFashion2026 #NASA #CSA""",
"1. project hail mary
2. artemis 2
3. stargirl",
Almost a human lifr between both pictures.Thanks #Artemis2,
Noticing that all of the really stupid people who deny what they see like with Artemis 2 also have being deeply religious as thier only personality trait. Just noticing.,
"I know it's easy enough to convert, but I thought as a scientific mission and not just involving Americans, the Artemis 2 mission link on the NASA site might be in metric. #artemisII #metric",
"@HCGSHOW Hey @HCGSHOW , I didn’t catch the live show to see when you saw the UFO appear. Question, did the timing line up with the recent Artemis 2 launch? I wounded if it was related to that on some way?",
"I used the current speed that the Artemis 2 crew are at as of 5 minutes ago, which was 2575 mph

I assume that when they are doing their flyby of the moon their speed will be much higher and maybe there would be a much more interesting result, (still probably 9.99999999... lmao)",
"@_Bigmace_ @hoshizorarock Lucky, I missed the Artemis 2 launch, plus I love all the way up in Jersey and if you’ve ever been here it’s always fucking cloudy whenever there’s something slightly cool in the sky.",
"Watch: Artemis 2 spacecraft with four astronauts seen flying to the Moon from Earth

https://t.co/7ZFU6NlYKA",
"Artemis 2 and its flyby mission of the moon has shown me how absolutely stupid some of you are. No actual critical thinking skills, no understanding of science. 
Just pure ignorance.",
"@AskMichaelTaiwo Well considering Artemis 2 isn't landing on the moon, probably a good thing...",
"Artemis 2, except I pronounce it “අර්තේමිස්”.",
"@NASA Halfway to the Moon and already rewriting history 🚀🌕
The far side views are about to be unreal—science, exploration, and humanity all in one mission. We’re not just watching… we’re witnessing the future. #ArtemisII #Moonbound",
@NASA 🚀 Halfway to the Moon already?! Artemis II crew making history with that far-side flyby on April 6 — humanity’s bold return! 🌕🔥 #ArtemisII,
NASA just released the first stunning photos of Earth from the Artemis II moon mission! Four astronauts are currently orbiting the moon — the first humans to travel this far into deep space in over 50 years. What an incredible time to be alive! #ArtemisII #NASA #SpaceExploration,
Awesome capture of the terminator by Artemis 2  Cmdr Reid Wiseman NASA,
"Artemis 2
The American moon mission, named after a Greek goddess, is a thing of the past, a time when Europe still had visions. Today we blow up perfectly good nuclear power plants and flood rich mines. In Europe, the darkness of religious fanaticism is rising.",
To be very clear I allow “moon landing was fake” takes out of sheer hope that y’all are joking. If you try to run that same bullshit with the current Artemis 2 mission I will be forced to call you an actual easily brainwashed individual.,
"Ever wondered what it feels like to leave Earth behind? The Artemis 2 crew describes translunar injection as ""falling out of the sky."" 🚀🌕

#ArtemisII #NASA #MoonMission",
For the first time since Apollo 17: Artemis 2 astronauts show Earth from space https://t.co/ab9ROV91T1,
"The Artemis 2 mission has produced its first images of Earth, captured by the four astronauts aboard the Orion spacecraft en route to the Moon. 

https://t.co/ibvzz1E5sR",
"What if I don't want more
And just
Want to do more
What if sure
It has all been done before 
And we agreed it wasn't enough 
For any reason 
Any season
Even a Vivaldi one
But you gave me space
#Artemisii",
"#ArtemisII 
#Orion
#spaceflight 

Imagine the journey of the 4 Astronauts in Orion's journey into space towards the moon.  Journey into the dark, with the higher orbit,  past the satellites...

Feelings of Astronauts for Orion are going to be like this..
Love Me Like You Do Lyrics...  
#lyrics #shorts #lofilulla 
https://t.co/WO7BYVRy8x via @YouTube  
#https://music.youtube.com 
#YouTube
@NASAArtemis  
@NASA 
@NASAKennedy 
@NASAJPL 
@esa   
@ISROSpaceflight 
@esaspaceflight",
An Artemis 2 astronaut took a 'bath' on camera on the way to the moon. Mission Control's reaction was priceless: https://t.co/dZ5bNFmEAm,
"@K4links @MmisterNobody @gtok Could you explain why the Moon appears closer when viewed from Earth, whereas Artemis 2 seems farther away?",
@Dan16676935420 Will Artemis 2 returns in Avengers doomsday?,
"@Tiffs_Notes Apollo had 3 crewed moon missions before 11, Artemis 2 is most analogous to Apollo 8.
Artemis will also take longer because it's using a far more efficient trajectory. while it adds a day or so, it allows the mission to carry far more supplies/scientific equipment",
