text,Sentiment_label
This is so wholesome. More of this all the time please. This whole Artemis 2 moon mission has been so healing,E
Get ready for every crewed space mission being called “Artemis 2” for the rest of spring,
Artemis II patch lineup across the board were amazing. I need to acquire a megapack somewhere. #NASAArtemisII #ArtemisII,E
@astro_reid @johnkrausphotos @TheresaLubowitz Artemis 2 leaves no one behind ! 👍,E
@Ryuksasshair you're gonna join artemis 2 💔,
"I almost forgot that my husband and I filled out and received ""boarding passes"" for #ArtemisII last year, so we also went around the moon. If I'm not mistaken, the SD card is what Rise carried inside him. 😊",E
"If anyone was wondering what NASA meant by “No action for the enabled internal camera controller failure,” it likely referred to a minor onboard camera issue. No response was needed. Critical systems were fine. In NASA language, that’s nominal. 🚀 #ArtemisII #NASA #Spaceflight",N
The fact that they didn't arrest the Artemis 2 astronauts the second they landed should make it perfectly obvious to you that its all bullshit.,C
@DramaAlert This isn’t Artemis 2 this is a Russian Soyuz headed to space towards the ISS.,N
"Thanks the Artemis 2 crew have reached safe. I also brought a cylinder with extra money today. 

https://t.co/7jSk1eRkiK",E
"Artemis 2 🌏 For all mankind 

🇺🇸 @NASA SLS 🚀 @Astro_Christina @AstroVicGlover @astro_reid
🇨🇦 @Astro_Jeremy &amp; Canadaarm3
🇪🇺 @esa ESM-2 10 countries 
🇯🇵 @JAXA_jp support 
🇬🇧 @goonhillyorg 📡 

Other Signatories: Over 60 countries including 🇧🇷🇦🇺

No @elonmusk / @JeffBezos required",
"📍 Location: Houston, TX
📍 Record: 694,000 miles traveled
📍 Next: Data analysis for the 2028 Moon landing.  

#ArtemisII #NASA #WorldWire #SpaceNews",N
@T20664116 This is not Artemis 2. Pretty sure this image is AI.,N
@Remmbornn Wouldve sent that shit with Artemis 2,
"#Llamagrama 362 - Artemis II 
🟢🟢🟢🟢🟢🟢🟢 great fun as usual 👍😊👋😘xx
💡0 🔤 0
#LlamaHerd #ArtemisII
https://t.co/rt8h37JIv5",
@canalCCore2 SO it is possible to film inside. 10 yrs ago they did it.. But Artemis 2 couldnt figure it out. .. . ?,S
"NASA ARTEMIS PEOPLE THERE'S GONNA BE A LIVE FOR THEM MAKING HOME #Artemis2 

https://t.co/qaFUm4NM2K",N
The us and Canadian dude on the Artemis 2 look exactly alike,N
"@JacobAShell Artemis 2 traces back to 1972 Shuttle dev, and more clearly Bush era stuff, but Obama continued the program even if he tried to send it to an Asteroid rather than moon",N
"Can anyone kindly tell me, what was the objective of the Artemis 2 mission?

Don't talk about space expeditions. I'm talking about manned expeditions. 

I've listened to Steven Weinberg and other scientists...where they are against human expeditions. It's way more expensive, risky.

Any unmanned expedition can carry out the same experiments (probably way more, as no human life is at danger), in much less cost.

#LunarMission #artemis",S
@BoLoudon Thanks to Artemis 2 and a whole lot of American tax payers dollars.,S
"Artemis II Mission Targeted By Online Misinformation Surge
#NASA #ArtemisII #SpaceExploration #Misinformation #FactCheck #ScienceNews #Astronomy #DigitalMedia @NASA @NASAArtemis @AFPFactCheck @SpaceX @NASASpaceflight 
https://t.co/qqMBt0tzVj",
"#ArtemisII #NASA @NASA @BostonDynamics @elonmusk  When are we going to start testing robots for lunar or space missions so they can operate and carry out a wide range of activities, such as repairs, organization, and maintenance?",N
"Artemis II ignites a cross‑country conversation
https://t.co/pRH67SEhDa

#ArtemisII #SpaceExploration #USPolitics #Science #MediaCoverage",
"@TheRISEofROD And the Oscar goes to… Artemis 2, made by #nasa and #disney",C
@ettingermentum The four astronauts on Artemis 2. Even the Canadian guy.,
"@bongquisitive @BarackObama @NASAArtemis Think that Artemis 2 is basically a test run to make sure the craft can safely take humans further than low earth orbit again. 3 will test landers, 4 will land humans on the moon.",N
@JacobAShell Read the wiki page for Artemis 2. It was originally called EM-2,N
@shrugdeaIer You realize that Artemis 2 was built entirely by large corporations right? Like NASA didn’t build it.,N
@SenJackyRosen Taking the side of illegal aliens as usual...you also voted against Jarad Isaacman so I hope you didnt celebrate the Artemis 2 mission which 13 billion dollars from the OBBB helped fund.,S
"@astro_reid My wish is that we all hold on to the lessons of hope, inspiration, belief, tenacity, and all the other goodness that nurtures the human spirit. Our humanity gained something chromatic and effervescent with this shared space flight. With immense gratitude for  #ArtemisII.",E
Artemis 2 is a Hollywood production which requires actors.,C
I love how @astro_reid is taking his time to respond to everyone that supported Artemis 2. He is such a good person!,E
"My wish is that we all hold on to the lessons of hope, inspiration, belief, tenacity, and all the other goodness that nurtures the human spirit. Our humanity gained something chromatic and effervescent with this shared space flight. With immense gratitude for  #ArtemisII.",E
"@midnightstaylor @lite_thespark Hi it’s me I’m the right audience it’s me. 

These are amazing!! I love them so much!!! And I hope @astro_reid and his girls see it!! @NASA @NASAArtemis #ArtemisII #CopyHeartCopyBracelet",E
project hail mary has a Superman 2 reference -&gt; SUPERMAN 2 has an astronaut team called the ARTEMIS 2 -&gt; ARTEMIS 2 LAUNCHES AROUND THE MOON IN 2026,
"🚀 Congratulations

https://t.co/gCUz9ZSv3B

#NASA #ArtemisII #HumanSpaceflight 

🚀 🛰️ ✨ 🔭",E
"I really, really want an official @NASA @NASAArtemis plushie of my own. So sweet. ☺️ #Rise #ArtemisII #NASA",E
"had a crazy dream last night i was able to get into that space thing the artemis 2 people were in, like they invited me in and stuff. somehow it had tiny little thrusters that were super powerful and efficient and it managed to put us into orbit in like 5 seconds. we were going around the earth so fast i watched the same continent pass by every 3 seconds. then somehow we landed by changing our trajectory to straight down and managed to just land right on the ground without a problem. then fast forward a while, i was at home, i was looking up and all of a sudden there's 2 air force one planes flying by. there's a mountain behind me and one flies over but the other one loses control and crashes into the mountain. i just watch for a while and then i woke up.",
"Artemis II Splashdown and Return

#Artemis2 #ArtemisII 

https://t.co/PZNgjKUiaV",N
@DramaAlert These aren't the Artemis 2 astronauts... Whoever runs this account is seriously retarded.,N
"I’m 100% positive that while the astronauts were in space, they all hooked up. #BucketList #NASA #Artemis2",
Are you a globet or a flat earther or maybe in between??   #ArtemisII #space https://t.co/5flSLbSXyk,
"Artemis 2: The First Crewed Journey Around the Moon in Over Half a Century
In a historic step that returns humanity to lunar exploration, NASA launched the Artemis II mission on April 1, 2026 from Kennedy Space Center in Florida. This was the first crewed flight in the Artemis program and the first time humans left low Earth orbit since Apollo 17 in 1972. The mission concluded successfully on April 10, 2026, with the Orion spacecraft splashing down in the Pacific Ocean off the coast of San Diego.2
Mission Objectives and Significance
Artemis II aimed to test all systems of the Orion spacecraft in deep space with a human crew onboard, ahead of future missions that will include landing on the Moon. The spacecraft did not land on the lunar surface but performed a “flyby,” looping around the Moon—including views of the far side that humans had not seen in this modern context.
Key achievements included:
•Breaking the Apollo 13 record for the farthest distance humans have traveled from Earth (reaching approximately 406,773 km).
•Testing Orion’s heat shield during high-speed re-entry, where temperatures reached half the surface temperature of the Sun.
•Capturing scientific observations and images of the Moon and Earth.
•Verifying life support, propulsion, and navigation systems during the roughly 10-day journey.17
This mission is a critical stepping stone for the ambitious Artemis program, which seeks to return humans to the Moon’s surface (starting with Artemis III), establish a sustainable human presence there, and eventually pave the way for Mars exploration.
The Historic Crew
The four-astronaut crew represented a new era of diversity:
•Reid Wiseman (NASA) – Mission Commander.
•Victor Glover (NASA) – Pilot; the first Black astronaut to travel beyond low Earth orbit.
•Christina Koch (NASA) – Mission Specialist; the first woman to fly on a lunar mission.
•Jeremy Hansen (Canadian Space Agency) – Mission Specialist; the first non-American astronaut on a lunar flight.
The crew named their spacecraft Integrity, symbolizing the values they represent.
Main Mission Phases
1Launch — On April 1, 2026, at approximately 6:35 p.m. EDT, using NASA’s powerful Space Launch System (SLS) rocket from Launch Complex 39B.
2Earth Orbit and Translunar Injection — Initial orbits around Earth followed by a burn to send Orion toward the Moon.
3Lunar Flyby — On April 6, 2026, the spacecraft looped around the far side of the Moon, coming within thousands of kilometers of its surface for observations and photography.
4Return to Earth — High-speed atmospheric re-entry and parachute-assisted splashdown in the Pacific Ocean on April 10 at about 8:07 p.m. EDT. The crew was safely recovered aboard the USS John P. Murtha.6
The mission successfully tested the heat shield and life support systems, despite minor issues such as a temporary urine vent blockage (which was partially resolved by heating the system).
Difference Between Artemis II and Artemis I
•Artemis I (2022): An uncrewed test flight that validated the SLS rocket and Orion spacecraft.
•Artemis II: The first crewed test, focusing on crew safety and system performance in deep space.
Conclusion
The successful return of the Artemis II crew marks a major scientific and historical milestone, opening a new chapter in space exploration. The four astronauts returned in good health to NASA’s Johnson Space Center in Houston, bringing back valuable data, experiences, and stunning images that will help plan future missions.
The Artemis program is not just a return to the Moon—it represents the beginning of a new era of international cooperation and sustainable human presence beyond Earth. With every step, we get closer to understanding the secrets of our universe and realizing the dream of human expansion into space.
Would you like more details about any of the astronauts, a comparison with the Apollo missions, or images from the flight?",
@BrockRiddickIFB What about that view from Artemis 2?,
"Finally, Today. Today's: Sat. Apr. 11th. 2026; The Following-Day. Astronauts of The Artemis 2/II NASA Mission; as were picked-up by-the: ""USS John P. Murtha Aircraft Carrier."". It looked just like good-old Apollo-Days; But &amp;/or Except, In Digital High-Definition/HD: OH, YES. WOW.",
"@BarackObama @NASAArtemis Absolutely inspiring! The Artemis II crew pushed the boundaries of human exploration farther than ever before. What a proud moment for NASA and humanity""  safe splashdown after that epic lunar journey. Can't wait for what's next on the Moon and beyond.  #ArtemisII",E
"Anyone born before 1960 is not excited  over Artemis 2, Why?, because we watched an actual moon landing  on live TV, when we were kids.",S
@Scottiesports4 @AirMan1979 @benwehrman Get someone to read the summary out to you bro cause you’re obviously blind. Also the sports you watch is also scripted. I think you need to book an appointment with your optician. Fly me to the moon. Artemis 2  released 2024,
"It's a cool coincidence that my story about space came out the same day the Artemis 2 mission came to a successful conclusion.
Anyway, check it out below.",
"A lot of y'all believe NOTHING about the #ArtemisII launch to splash down 

I honestly can see both sides of the issue 
🤣🤣🤣",S
"@SenMarkKelly BRAVERY is the first word that comes to mind when I think about the Artemis 2 crew. This extraordinary voyage asked much more of them than their exceptional skill, confidence, focus, stability, and braininess. I'm in awe of them and their families. 🌗",E
artemis 2 crew thanked my country so they kinda thanked me when u really think about it,E
@AMAZlNGNATURE just watched this video of Artemis 2 re entry to earth mind blowing loved it 🙂🇦🇺🌎❤️❤️❤️i could watch it over and over and never get tired of it .give me a 2 hour edition of this i'd love it,E
"🇺🇸 History made! Congratulations to the Artemis II crew in becoming the first humans to fly around the Moon in over 50 years. America is back, and we’re heading to Mars next. God bless our astronauts and NASA!🚀🌕

#ArtemisII #NASA #AmericaLeads",E
@JOKAQARMY1 I fucking hope the truth comes out. Fucking Artemis 2 has everyone forgetting about Epstein and the pdf’s,C
"From the immense speed of re-entry to the precision of a Pacific splashdown, Dr. Robert Thirsk shares why Artemis 2 has even veteran astronauts on edge. Space exploration is getting real. 🇨🇦🚀

#ArtemisII #CSA #MoonMission",N
"@oddeyecircl67 @lishaluvsullin Id: Patti 
happy tht artemis 2  is landing on earth safely and its such a huge achievement congratsss!!🥳✨",E
"I'm glad that neighbors can still work together.

#ArtemisII",E
"This is a video from the Soyuz Spacecraft, This is not a video of Artemis 2",N
@DramaAlert That's not Artemis 2,
@DramaAlert This is a video from a SOYUZ spacecraft mission not Artemis 2,N
@OnlyACartwright Space:2099- Artemis 2. The old Space 1999 needs to undated without moon Breakaway.  https://t.co/Ge5N4Qzy1l,
"The astronauts of today are amateurs...Just Land already! 😂🤪

Artemis 1- test to see if shit even works
In space
Artemis 2- testing if it works
With HUMANS on board
Artemis 3- testing docking/landing procedures with humans 
Artemis 4- moon landing",N
"@StellaParton Very nice take of historical artemis 2
Splashdown",E
"@BarackObama @REMILOVESPORTS @NASAArtemis What an incredible mission and team to accomplish something beyond their imaginations, and live their biggest dreams, since very young.

Well done, #ArtemisII crew!",E
"@DramaAlert The anxiety is real, even for the Artemis 2 crew. Makes you wonder about the true risks of deep space exploration.",E
"I didn't realize Reid Wiseman, Christina Koch, Victor Glover and Jeremy Hansen got interviewed by Stephen Colbert in 2023. Watched it on YouTube. They're so charming. Turns out they were ready to go as early as late 2024. #TheLateShow #FantasticFour #ArtemisII",E
@beffarooo @joliecottrill They said the same camera showed these footage from artemis 1 was damaged in artemis 2 and didn’t record this moment for some reason 🥲,S
"U.S:NASA’s Artemis 2 completes first crewed lunar mission in 50 years  • Astronauts travel 1.18 million Km, conduct lunar flyby and deep space tests  • Orion systems validated for upcoming crewed Moon landing missions",
"We needed this. Millions paused, looked up, and felt the same wonder at once. Artemis II reminded us the future can still unite people. New footprints may come next, but tonight the real win was hope returning. 🚀 #ArtemisII #NASA",E
@bitterlemmer Obviously you are confusing Falcon and Artemis 2.,
@vitt2tsnoc @NASA I'd rather watch Artemis 2 for 365 days with no sleep than watch 10 seconds of TikTok.,E
"What was the purpose of #ArtemisII ?

#NASA",N
@AP Imagine if these idiots had taken control of the space program!! Artemis 2 would have splashed down on the Sun,
"Artemis 2: The First Crewed Journey Around the Moon in Over Half a Century
In a historic step that returns humanity to lunar exploration, NASA launched the Artemis II mission on April 1, 2026 from Kennedy Space Center in Florida. This was the first crewed flight in the Artemis program and the first time humans left low Earth orbit since Apollo 17 in 1972. The mission concluded successfully on April 10, 2026, with the Orion spacecraft splashing down in the Pacific Ocean off the coast of San Diego.2
Mission Objectives and Significance
Artemis II aimed to test all systems of the Orion spacecraft in deep space with a human crew onboard, ahead of future missions that will include landing on the Moon. The spacecraft did not land on the lunar surface but performed a “flyby,” looping around the Moon—including views of the far side that humans had not seen in this modern context.
Key achievements included:
•Breaking the Apollo 13 record for the farthest distance humans have traveled from Earth (reaching approximately 406,773 km).
•Testing Orion’s heat shield during high-speed re-entry, where temperatures reached half the surface temperature of the Sun.
•Capturing scientific observations and images of the Moon and Earth.
•Verifying life support, propulsion, and navigation systems during the roughly 10-day journey.17
This mission is a critical stepping stone for the ambitious Artemis program, which seeks to return humans to the Moon’s surface (starting with Artemis III), establish a sustainable human presence there, and eventually pave the way for Mars exploration.
The Historic Crew
The four-astronaut crew represented a new era of diversity:
•Reid Wiseman (NASA) – Mission Commander.
•Victor Glover (NASA) – Pilot; the first Black astronaut to travel beyond low Earth orbit.
•Christina Koch (NASA) – Mission Specialist; the first woman to fly on a lunar mission.
•Jeremy Hansen (Canadian Space Agency) – Mission Specialist; the first non-American astronaut on a lunar flight.
The crew named their spacecraft Integrity, symbolizing the values they represent.
Main Mission Phases
1Launch — On April 1, 2026, at approximately 6:35 p.m. EDT, using NASA’s powerful Space Launch System (SLS) rocket from Launch Complex 39B.
2Earth Orbit and Translunar Injection — Initial orbits around Earth followed by a burn to send Orion toward the Moon.
3Lunar Flyby — On April 6, 2026, the spacecraft looped around the far side of the Moon, coming within thousands of kilometers of its surface for observations and photography.
4Return to Earth — High-speed atmospheric re-entry and parachute-assisted splashdown in the Pacific Ocean on April 10 at about 8:07 p.m. EDT. The crew was safely recovered aboard the USS John P. Murtha.6
The mission successfully tested the heat shield and life support systems, despite minor issues such as a temporary urine vent blockage (which was partially resolved by heating the system).
Difference Between Artemis II and Artemis I
•Artemis I (2022): An uncrewed test flight that validated the SLS rocket and Orion spacecraft.
•Artemis II: The first crewed test, focusing on crew safety and system performance in deep space.
Conclusion
The successful return of the Artemis II crew marks a major scientific and historical milestone, opening a new chapter in space exploration. The four astronauts returned in good health to NASA’s Johnson Space Center in Houston, bringing back valuable data, experiences, and stunning images that will help plan future missions.
The Artemis program is not just a return to the Moon—it represents the beginning of a new era of international cooperation and sustainable human presence beyond Earth. With every step, we get closer to understanding the secrets of our universe and realizing the dream of human expansion into space.
Would you like more details about any of the astronauts, a comparison with the Apollo missions, or images from the flight?",
"@JeiTheFurry @fen11602 ""Despite the achievement of Artemis 2, FatC &amp; Wumao are still capable of being 🇨🇳 useless 🇨🇳 pieces 🇨🇳 of 🇨🇳 💩👇🤣""
https://t.co/cXERyHCDrG",
"@BarackObama @NASAArtemis Absolutely incredible! Artemis II showed the world what human bravery and ingenuity truly look like. Faster than 24,000 mph re-entry and safe splashdown pure NASA excellence! Proud to witness history.  
 #ArtemisII #NASA #SpaceExploration",E
Trump's Congratulatory Call With the Artemis 2 Astronauts Was Painfully Awkward https://t.co/UQB3v8b9Go,N
Just gotta say a huge thank you to @NASA and the crew of #ArtemisII @NASAArtemis it has been just amazing seeing what was accomplished! Just incredible and the photos and videos have just made me so happy! NASA needs a much bigger budget! Can't wait for the future missions!,E
"Welcome back, Mr Wiseman! What a beautiful picture of our beautiful home! #ArtemisII #Earth",E
@elonmusk Grok is not posting answers on Artemis 2 moon images even for premium members @elonmusk ?,N
Just in case you missed it ... #ArtemisII #Splashdown #NASA,N
@d_linkski Maybe it is Artemis 2?,N
"@BarackObama @NASAArtemis As a military officer, I know bravery isn't the absence of fear, it's suiting up anyway. These four did that on a scale most of us can't fathom. Salute. 🫡🚀
 #ArtemisII",E
@serialgrandpa @BarackObama @NASAArtemis @grok what are the real life implications of and scientific/economic benefits of the Artemis 2 mission?,N
"@BarackObama @NASAArtemis yes the artemis 2 astronaughts deserve a star in hollywood don't you think? course so do you and mike, or does he prefer michaEL? THE ARTEMIS ACT and deception WAS MEDIOCRE compared to the deception you and big mike pulled off",C
I really want the Artemis 2 patch coz I think it would look cool with my ME andromeda one,E
Imagine how much better the history books would remember this time if SpaceX had handled the audio and video of the Artemis 2 mission ? It was literally a clown show @NASA @SpaceX @elonmusk,S
"It is so sad to see folks not understand how HOPE is a tangible.   

Take hope away and see what happens to people.  Hopeless people do desperate effed up things. 

Thank you @NASA #ArtemisII  
@PaulRieckhoff",E
"_I_LOVEOURFUTURE

Artemis 2 astronauts return to Earth after historic moon mission - Full ... https://t.co/C0pO2H1f8e via @YouTube",N
"@Kochara13 @elonmusk A very important comment yesterday - at the bungling attempts of the Navy team to attach the inflatable to the module NASA named Artemis 2. ""Elon musk 😂🫂 could do this better!""",S
"Artemis 2/II NASA Mission, had even lasted/occurred; within that interval of time as-from: The 'First/1st.' of this month (incidentally, of April), to very actual 'Tenth/10th.' of this month (incidentally, of April). Decided rather quite fairly shrewdly to launch in warmer month.",N
"@astro_reid @NASA All world leaders should make the same journey as Artemis 2 and perhaps then they would decide to take the necessary measures to care for and save our fragile home, planet Earth.",
Check out the latest article in my newsletter: Artemis 2 Splash down https://t.co/kuHIEgmB4s via @LinkedIn,N
"@shrugdeaIer Wrong, yes you do. Artemis 2 was good but ancient irrelevant technology",S
"@oddeyecircl67 id:sohyunsitaa
 congratulations to the artemis 2 team for being part of this historic 10 day sleepover, you bring hope to all the people and I'm going to miss watching you on the space 🥹",E
"@M7_Reaper @invertedworld9 @grok My friend is too lazy to do a minimum of research on the topic.  Provide a list of names, Amateur Radio Clubs, and Universities that use SDRs to track Artemis 2 as well as orbiting satellites such as the ISS and GPS",N
Welcome home #ArtemisII,N
"@ManaByte Bro if you’re so obsessed with proving flat earth wrong, why don’t you ask NASA to point the camera at the earth while Artemis 2 was leaving earths orbit? Or maybe a camera pointed straight at the moon as it approached? Idiot",C
"By-The-Way/BTW, notice/note, that Nine/9 Day duration-of-time; Artemis 2/II Mission actually lasted. In-Itself, really emblematically, of Both films/movies: ""2001: A Space Odyssey""; &amp;, ""2010: The Year We Make Contact."". Both Depicted; As-Being, Nine/9 Yrs. Apart; From Each-Other.",
@natelonmusk The black man who was in the artemis 2 already answered your question . He is descended from the tribe of Ghana .,N
"The 4 #ArtemisII astronauts are 47–50 years old: goodbye to ageist myths.

Plus, Christina, engineer and explorer, at 47 shatters the sexist idea that a woman “can’t anymore.”

Age isn’t a boundary, it’s a horizon. 🚀✨",N
"@elonmusk So Artemis 2 cost billions of dollars to orbit the Moon and is mostly not reusable. 

SpaceX is landing rockets back on land without any other apparatus needed to catch it. 

Why does Artemis 2 sound like just another boondoggle?  What did they accomplish? 
Who else got paid?? 🤔",S
"@LMontedor So why should that be celebrated exactly?
Because he has the money to do it?

He very clearly cares nothing for actual space exploration as he's said NOTHING about the Artemis 2 mission.

He uses space as yet another grift to increase profits and stroke his own massive ego.",
artemis 2 is the singlemost uplifting inspiring event of my lifetime like being in this generation most of what we’ve seen is so awful and destructive or gradually corrosive and finally we’re witness to something wholly good it makes me so joyful,E
Considerably better than the obsolete @nasa Artemis 2 mission indeed!,S
"The Artemis II mission ended Friday with a historic splashdown off San Diego, marking a milestone for humankind. #ArtemisII

https://t.co/p86ILBAHjm",N
"Check out this video, ""who was the first person to get out of artemis 2 back to earth"" https://t.co/RrfjeZ38ys",N
"@WhiteHouse 40% of parts and technology used on the Artemis 2 spacecraft was produced in the EU.

Go fuck yourself US.",S
Dreamt I met the #artemisII crew &amp; was very disappointed when I woke up 💔,E
"@DDCo0rdinator @zackdfilms1 Artemis 2 flew on a free return trajectory, every expulsion of energy necessary to escape the moon was encompassed in TLI",N
@ChrisAlvino Private corporations built Artemis 2… not NASA.,N
Artemis 2 landing showing me competency is still with us 😭,E
@NASA @oheather1337 Congratulations Artemis 2 crew and the folks of NASA who achieved this magnificent accomplishment,E
@mightbejell0 Artemis 2 cost 4billion dollars. 2.5 billion dollars of rockets got dumped into the sea never to be used again. It's only possible to do very few trips. Its not sustainable to do many trips. Starship on the other hand costs $100million.,S
"@FoxNews They just made history in a way few people even imagined—left Earth, orbited the Moon, and safely returned.
No setbacks, no hesitation—just pure execution from start to finish.
NASA really showed what precision and discipline look like on this mission. 
#ArtemisII #NASA",E
"Absolutely inspiring! 
The bravery of the Artemis II crew and the flawless re-entry at over 24,000 mph shows why NASA continues to push the boundaries of human spaceflight. This mission is a giant leap for all of humanity. Can't wait for Artemis III and beyond!   

#ArtemisII #NASA #SpaceExploration #MoonMission",E
"@FoxNews They’ve make the history nobody thought 🤔 about it. They left. They circled the Moon. They came back.

No excuses. No delays. Just execution.

NASA said ""we move different"" and meant it. 🌕🔥

#NASA #ArtemisII",E
"USS John P. Murtha (LPD 26) Returning to Naval Base San Diego w/Artemis II Orion capsule

#LIVE:  https://t.co/fAnN57CVWn

@NASA @NASAArtemis #artemisii  #SanDiegoWebCam #OrionCapsule #NASA #MoonMission",N
"🚀 The Orion capsule carrying the Artemis II crew has splashed down off the California coast! Check out the highlights. 🌊 #ArtemisII #NASA 

Watch here: [YouTube Shorts](https://t.co/o21ZiVjNdg) #bhivelabs",N
@Vitus_osst 🚨🚨 Viral Artemis II video showing a gigantic Earth from the Moon is FAKE! It's AI/CGI with impossible scale. NASA's real April 2026 flyby captured stunning authentic Earthset photos — Earth looks much smaller. Always check official sources!  #ArtemisII #FactCheck,N
Artemis 2 didn’t happen without Dr. Johnson 🙏,N
@BarackObama @NASAArtemis We all should be proud of what Artemis 2 did.,E
"Why should I be impressed, or care if we supposedly did much more than this about 60 years ago? Not only landed on the moon, but drove cars, played golf, etc. Seems like an obvious question #Artemis2",C
"@oddeyecircl67 id lishaluvsullin 
congrats to the artemis 2 crew for landing! it is such an achievement and everyone is so proud of them!! this is a huge step for the space community 
ty for the ga!",E
"Imagine training your whole life, becoming an Artemis 2 astronaut, getting front-row seats to the moon…
and now you’re back to “wow nice moon tonight 🌝” like the rest of us peasants.",E
@Kevin_Napier42 @Jose33023269 @survivaljane @NASA I think Artemis 3 in 2027 is a dry run for the landing in LEO. Think of Artemis 1 as akin to apollos 2-7. Artemis 2 akin to Apollo 8. Artemis 3 akin to Apollo 9. No need for a dry run like Apollo 10. And Artemis 4 akin to Apollo 11. We don’t talk about apollo1,N
The Artemis 2 mission has brought all the flat earthers and moon landing deniers out from under their rocks this past week. It's like somebody dropped a smoke bomb in a roach nest.,E
"The journey has evolved from a historic milestone into a gateway to deeper space exploration.

#ArtemisII #Apollo17 #SpaceExploration #MoonMission #NASA",E
"@BarackObama @NASAArtemis @grok, we've had several missions to the moon before and it's likely that each time the moon was at a different distance from the earth, so how does the distance for Artemis 2 compare with distances from prior missions?",N
"We congratulate the astronauts on their return to Earth in the Artemis 2 mission.
It is an unprecedented historical achievement in traversing such a great distance from planet Earth.
We hope that the USA will continue to develop space travel and inspire the rest of humanity.",E
"Humanity has once again pushed the boundaries of space well done, NASA!🚀🚀🚀

#ArtemisII #NASA #LunarMission #SpaceExploration #HumanIngenuity",E
"@BarackObama @NASAArtemis We congratulate the astronauts on their return to Earth in the Artemis 2 mission.
It is an unprecedented historical achievement in traversing such a great distance from planet Earth.
We hope that the USA will continue to develop space travel and inspire the rest of humanity.",
"Artemis 2 went around the moon, orbited it, and came back, while Iran still doesn't have internet.

#DigitalBlackOutIran",S
"Artemis 1- test to see if shit even works
In space
Artemis 2- testing if it works
With HUMANS on board
Artemis 3- testing docking/landing procedures with humans 
Artemis 4- moon landing
𝐖𝐢𝐭𝐡 𝐚 𝐩𝐫𝐢𝐜𝐞 𝐭𝐚𝐠 𝐨𝐟  4–20+ billion dollars total 𝐞𝐚𝐜𝐡 𝐞𝐱𝐜𝐮𝐫𝐬𝐢𝐨𝐧🧐",S
"@mrhighfoster Make us understand how the artemis 2 knew it has to freefall in US, from the vast space, that too directly in the pacific ocean, at exactly a point where all the cameras, gears and vehicles are already on-the-go?",C
"@greta The European Service Module (ESM) for Artemis 2 is made in Europe. Built by Airbus for the European Space Agency (ESA), this crucial component provides power, propulsion, water, and oxygen for the Orion crew capsule. Assembled in Bremen, Germany.",N
"10 days. 694,000 miles. Finally, all four are back on home soil. 🌕🏠 Welcome back to the crew of #ArtemisII! The Moon looks good, but Earth looks better.",E
"@scitemper @astro_reid Apollo 13 took 72 hours, Artemis 2 took 96 hours. The extra day was due to the 24 hours spent in a high earth orbit testing the new ESA &amp; Orion spacecrafts design. Apollo 13 didn't require this extra step.",N
"@survivaljane @NASA The sun shines on all facets of moon in a 28 day period. New moon the sun is 100% on far side. Full moon it’s 100% on near side. With waxing and waning periods in between. Apollo 8, 10-17, and Artemis 2 all have sent humans around the entirety of the moon for at least one orbit",N
"Hey @NASA @NASAArtemis I think I know of a perfect way to celebrate the incredible accomplishments of the #ArtemisII crew. I don’t know if you have heard, there is a massive gathering in Indianapolis next month at @IMS. Could be a heck of a parade and celebratory lap at the 500.",E
"@PrettyDamnedHot @poly4972149 @mykael_yuddy i mean it's a good thing they did test it because the heat shield used on the artemis 1 mission was damaged more than expected. they modified the atmosphere entry procedure for artemis 2 in response. good test, no?",N
I don't think they could have timed that episode of #ForAllMankind any better than having it come out the same day as the return of #ArtemisII. ❤️,E
"@BarackObama @NASAArtemis 🚀 Wow, what an incredible feat! 💪🏽 The Artemis II crew's bravery and NASA's dedication are truly inspiring. Can't wait for what's next! #ArtemisII #NASA",E
"@BarackObama @HRHTish @NASAArtemis The European Service Module (ESM) for Artemis 2 is made in Europe. Built by Airbus for the European Space Agency (ESA), this crucial component provides power, propulsion, water, and oxygen for the Orion crew capsule. Assembled in Bremen, Germany.",
"Humans are heading back to the moon, but the journey home is the ultimate test. Discover how Artemis II will navigate the high-stakes return to Earth. 🚀🌕

#ArtemisII #NASA #MoonMission",N
"Artemis II astronauts return safely after historic journey around moon.
@NASA
#thebrewnews #ArtemisII #SpaceExploration #NASA #MoonMission

https://t.co/t15CW8R5O1",N
"So when do the astronauts get a ticker-tape parade? Proper 1960s-style. Thousands of people hanging out of every window. Streets covered in tape. They deserve it. 

#ArtemisII",E
"This is me restating that your schools are a scam. Especially your universities.

Artemis 2 was possible thanks to proper education, passion and genius.",E
"@RedWavePress A trillion dollars, that's what artemis 2 cost you.
The elites want an artemis 3
Then missions to mars
Then Missions to youranus
How much money has the taxpayer got",S
"WELCOME BACK!🇵🇹
#ArtemisII
@forallcurious",N
"As-For, the precise-time, Artemis 2/II did-make/had-made, its Splashdown in the Pacific Ocean; off-the-coast of San Diego, CA: in-terms of seconds, according to my time; on my mobile phone; it/that was on the latter part of 8:07 PM Eastern Time. Nearly/~, @, 8:08 PM Eastern Time.",
"WELCOME BACK!🇵🇹
@NASA 
#ArtemisII",N
