text,Sentiment_label
The Artemis 2 is going to answer a question science has had for a while. Is a nuclear bomb explosion visible from the moon? Kinda neat how amazing human progress is.,C
"@beverleyturner @labour Let that sink in. Sweetie, your ""career"" is going down the plughole faster than Artemis 2",
"""Record-breaking Artemis 2 completes moon flyby, heading home"" see https://t.co/maBMpAY02I",N
I'm just waiting to see high res images from Artemis 2 showing old equipment from the last time we were there (allegedly),C
"@Thebestfigen A real one this time, from Artemis 2, or another Hoax AI Fake ?",C
"Earth's shot by Artemis II

Photobnasa edit by v

🙀

#earth #nasa #artemisII
                 https://t.co/D95ugU2cmk",
If Trump is going to End Civilisation tonight !!! How and to what is Artemis 2 land ???,
how many times has the artemis 2 toilet broken so far is anyone keeping a tally? i’m sure christina koch is,N
"Yes, Jenni Gibbons from CAPCOM said, ""Amaze! Amaze! Amaze!"" in reference to Project Hail Mary after Cmdr. Reid Wiseman described seeing the moon.

However, the space toilet broke while there was a film in theatres about a plumber who explores space. #Artemis2 #SuperMarioGalaxy",N
2026 simultaneously witnessing the best and worst of humanity #ArtemisII #USIsraeliAttacks,N
"The iPhone 17 Pro Max is possibly the most advanced camera system in a mobile phone, so it makes perfect sense to use on a space mission. #ArtemisII",N
@BullJay14 These are from the Artemis 2 mission.,
"🌕 Nuclear fusion reactors need Helium 3, or their walls crack. We must have Helium 3. It is abundant on the Moon and in asteroids, but there's almost none on Earth. We must have fusion reactors. We need the Moon. #ArtemisII",N
@NikTek looks more real than artemis 2 shit XD,C
"*little Einsteins theme*
Climb aboard
We're ready to explore 
Going to the moon
Artemis 2",N
"Not the Artemis 2 crew.There is another man who is farthest away from civilization and humanity.
#IranWar‌ 
#Trump
#Artemis2
#Nasa",
Artemis 2 LIVE: Astronauts to rest up after epic moon flyby https://t.co/zFZdrtyAuq,N
Current Events - New Photos from NASA and the Artemis II mission to the moon #ArtemisII #Artemis2 #NASA #MissionToTheMoon #TheMoon  https://t.co/VmAV8pnzek,N
@Grok is the Artemis 2 mission staged?,C
Funny that the Artemis 2 fly around the moon but they did not took any photos of the equipment  left behind from the 60s...mmmmm?,C
"Folks the highest res pictures from the Artemis 2 feed with all the exif data can be found here as they are uploaded, the compressed social media versions are not doing it justice: https://t.co/MNf3K1t4YG",N
"NASA’s Artemis II mission completed a historic Moon flyby, broke distance records, and experienced a 40-minute signal blackout 🚀🌑

🎥 Watch full video: https://t.co/JWGsCkb2ir

#artemisii #nasa #moonmission #lunarflyby #spaceupdate #solareclipse #spacenews #trendingreel",N
Huge props to the Artemis II crew for completing their record-breaking trip around the moon. They deserve all the praise they are getting.  #ArtemisII,E
"Nah this is crazy💀...

ik i am dumb to ask these questions to ai..but still was worth a try..
so this artemis -2 news is all over the internet..and this made me remember the APOLLO-11 mission..

out of curiosity..i asked 4 ai models..

WAS THE APOLLO-11 moon landing fake or real? and why do most people say thay its fake?

heres what each of them answered lol..

1]chatgpt-
It was real — the evidence is overwhelming: moon rocks, telemetry, retroreflectors, and independent tracking by other countries.
People call it fake because it was insanely hard to believe, conspiracy content spreads fast, and some photos look weird until you understand the lighting and camera stuff.

2]claude-
It's absolutely real — confirmed by independent scientists, multiple countries (including the Soviet Union, who had every reason to expose a hoax), retroreflectors left on the moon still used today, and hundreds of thousands of people who worked on it.
People claim it's fake due to distrust of governments, misunderstanding of photography/physics in space, and the natural human pull toward dramatic ""hidden truth"" narratives — but every single claim has been thoroughly debunked.

3]grok-
Apollo 11 moon landing was 100% real—rock samples, laser reflectors still pinged from Earth, and later orbiters photographing the exact landing gear prove it beyond doubt. People call it fake mostly from bad science (flag “waving,” shadows, radiation myths) plus distrust of government, but every claim has been debunked for decades

4]gemini-
The Apollo 11 moon landing is 100% real, definitively proven by mountains of physical evidence like moon rocks and independent global tracking data. People often claim it's fake because of lingering Cold War paranoia and catchy conspiracy theories that misinterpret how cameras and physics actually work in space!",
Will there be another livestream today/tonight from @nasa ...Anyone? #Artemis2 #Moon,N
How the fuck did the nation that gave us Apollo and Artemis 2 vote for the moron Trump as President -Twice!  At least the Artemis crew will have a bird's-eye view of the end of the world tonight if Trump follows through.,
"@NASAArtemis ""It looks so small."" 😂
Watching launches from the Florida Space Coast and now seeing this Earthset from Artemis II around the Moon… it hits different. We really are stepping into a new era of exploration. Thank you @NASAArtemis
 and the crew! 🌎
#ArtemisII #Earthset",E
@garywfuller @NASAAdmin At very least they should wait until Artemis 2 lands,
@PecanC8 A fellow wonders why no one reported pictures in 1969 they took through a telescope of the space craft near to moon and landing on the moon. I'll bet no one will report they took pictures and video of Artemis 2 through a telescope from earth.,C
"@Dear_Men_Life @elonmusk Artemis 3 will land on the Moon, not Artemis 2 which is a flyby.",N
"Believe that a further shore
Is reachable from here.
Believe in miracles

Seamus Heaney, The Cure at Troy #ArtemisII",E
I wonder what astronauts the Artemis 2 crew looked up to when they were younger?,N
The crew on #ArtemisII bestowing words on us like albedo and Earthshine regarding the reflected light on the moon's surface from the sun is so poetic and wonderful.,E
I think this whole Artemis 2 mission is pointless and silly!,S
"The crew of the Artemis 2 discovered a new crater on the moon and the commander, Reid Wiseman, named it after is wife who passed away.

Who would you name a crater after?",N
$VSST through .05 and we're off like Artemis 2,
@StushRush_ celeste screami ng my sides are with artemis 2,
The entire #ArtemisII mission has been one incredible &amp; emotional moment after another. Bless this crew and the entire @NASA team that has worked so hard and made incredible sacrifices to enable it to happen.,E
@thefofo @SatuNakamoto @NASAArtemis we need to get earthset signed by the artemis 2 crew,N
"NASA sent a 10-year-old Nikon D5 beyond the Moon — and it delivered one of the most iconic space photos since the original Earthrise. Meet Earthset. 📷🌍 https://t.co/wIq87ugHNY 
#Artemis2 #NikonD5 #Earthset #NASA #SpacePhotography",N
"Earthset 🌏

captured by Artemis 2 orbiting Moon 🌑",N
"252,756 miles from Earth!

Further than any human has travelled since 1972.

Artemis II just closed it.

Every breakthrough in history has the same story underneath it.

Someone built the foundation long before the world paid attention.

#ArtemisII #NASA #Moon #Engineering #Build",N
"The #ArtemisII crew woke up one day of their historic flight to the sounds of ""Pink Pony Club"" by Chappell Roan - a moment both small and big in nature. https://t.co/w1fBzVyEOl",N
"@monad artemis 2 live broadcasting ❤️
gmonad",N
The pics from the Artemis II are so amazingly stunning. What a world out there! @NASAArtemis @NASA #ArtemisII #ARTEMIS,E
"With everything going on right now, being able to follow Artemis 2 has given me some comfort.",E
"On the very day the Artemis 2 “ark” is at its maximum distance.  

Anyhow, nothing will happen, don’t worry. Trust God. But confess your sins and profess your faith just in case. 

And he’s talking to Israel. They’re the civilization at risk (of Iranian retaliation).",C
"We usually say, ""Cameras can't give justice to the true beauty"" but look at these photographs!!! What more from the perspective of the Artemis 2 crew!!!",E
@Apple this is something that needs to happen!! @NASA #ArtemisII #iphone,
Decent view for the Artemis 2 crew,E
@WhiteHouse @NASA Space a final frontier......this is the voyage of the spaceship Artemis 2,E
Like idgaf if aliens are real or not if anything it’s a bit presumptuous to say they’re not but we have bigger problems and also like yeah Artemis 2 is cool but that money could’ve gone to something that’s not ultimately useless,S
Hey @NASA don't bring the #Artemis2 back yet! Let them enjoy the view a little longer.,E
I’m sorry but if you don’t love the Artemis 2 exploration we cannot be friends,E
"A sitting President speaking with Artemis 2 during a historic space mission should be a moment of pride for the whole country. Instead, the petty clowns came out to nitpick nonsense because their brains are too small to process history when it’s happening in real time. Humanity pushes deeper into space, and these people still think like gossip addicts. That’s how mentally broken this generation has become.",E
"@NASAArtemis There is another man who is farthest away from civilization . Not the Artemis 2 crew.
#IranWar‌ 
#Trump",
"🌕🌛Celebrate Lunar Flyby Day for the Artemis II Mission🛰️🚀

Written by: Colleen Bement 

#artemisii #artemis #nasa #netflix 
https://t.co/7KiOdLzAA7",N
"@scooties123 @0xProjectMayh3m @MattWallace888 Think about it like this… Apollo 8 was the first crewed shuttle to reach the moon before. 8 tries before they got to the moon

Today, 50 years later, Artemis 2 was the first to reach today. The SECOND launch of this new ship and it reached the moon. That’s because of better tech",E
The #Artemis 2 may just be the safest place to be tonight.,N
"Artemis II has reached its maximum distance from Earth. 

Congratulations to this incredible crew and the entire NASA team, our international and commercial partners, but this mission isn’t over until they’re under safe parachutes, splashing down into the Pacific #ArtemisII",E
"@GMFWashington I watched ST2 and ST3 back to back a week and a half ago. What a great preparation for the last week. ""The needs of the many outweigh the needs of the few, or the one"" followed by ""the needs of the one outweigh the needs of the many."" That summarizes Artemis 2 &amp; Iran this week.",S
@chirjela @assassinBean @RodgersKipembe Because Artemis 2 was never planned to land on the moon? They don’t have a lander on board they couldn’t land there currently even if they wanted to.. it’s just testing mission critical systems for Artemis 3 (which is planned to land on the moon),N
"@yatharthmann He didn't say it was Artemis 2, you are the one assuming it purely based on your opinion, and that's pretty dumb",
I'm just sitting here amongst the space deniers thinking space is cool! Because it is. Very cool! Literally and figuratively! #space #artemisII,E
"My love for the moon grows with every video, picture, and discussion. #ArtemisII",E
@PopBase Is Artemis 2 the camera or the aeroplane,N
A passenger on an american airline filmed the Artemis 2 launch https://t.co/m5sCZjlj5m,N
everyone is so distracted by artemis 2 this is the perfect moment to steal the moon and just say they did it—,
"What a week,  what a time to be alive

Slept watching Artemis 2 and the far side of moon

And woke up to us reaching stage 2 and criticality.

Im loving it!!",E
"Apollo 13 ""statute-mile"" distance; as formally/officially broken: M., 4/6th./2026. @ 12:57 PM US Central; Or: 1:57 PM US Eastern. Artemis 2/II ""252,294 statute-miles""; As, Now, revised; of; ""Google"": ""252,760 statute-miles."". In turn, Revised; to: '4,105 statute-mile Difference'.",
"I have no idea how or why but I swear Artemis 2 has seemingly pulled the perpetual veil of nihilism and negativity off social media, this is the most hopeful I've seen people on the internet since the pre COVID times",E
"260407 19:02 KST
🦭💬

“i couldn’t monitor it back then so i watched it for the first time yesterday”
“how was it??”
“that’s a relief”
“yesterday that artemis”
“do you know it??”
“manned spaceflight”
“that artemis 2 going to the moon”
“is it called artemis??”
“anyway”",
The astronauts on #Artemis2 are the safest humans in the Universe tonite while #FuckTrump is still in charge,
Artemis 2 astronauts witness a rare solar eclipse from beyond the moon during their historic lunar flyby. https://t.co/xackEEXbbv #Artemis2 #SolarEclipse #SpaceFlight #LunarFlyby #NASA,N
"Vibe coded a webpage dedicated to the Artemis II launch, live telemetry, photos and quotes. Do visit. #Artemis2

https://t.co/7l916owIrI",N
@Victoria00025 well today.. after Artemis 2 ... I bet on 500%,
Unreal' solar eclipse: Artemis 2 crew just saw one of the rarest sights in spaceflight history https://t.co/APJhvXyuQz,E
Burnt 20 gig plus...but the Artemis 2 was worth it abeg,E
https://t.co/exJ8rJYChp #Artemis II #Artemis II mission #Artemis 2 mission #Lunar Flyby #Solar Eclipse,N
Unreal' solar eclipse: Artemis 2 crew just saw one of the rarest sights in spaceflight history https://t.co/PsQMXdnFy3,
@BellikOzan But none of what you have described is a requirement for Artemis 2 or even 3,
"@wordi25 True. Second that. All they care is about money, stocks, etc. I haven’t seen any of the folks I know being excited about Artemis 2. Just an example saying they don’t care about stuff if it isn’t of monetary value to them",
@Sci_Nature0 @grok is this real picture taken by Artemis 2?,N
Science News:  'Unreal' solar eclipse: Artemis 2 crew just saw one of the rarest sights in spaceflight history  https://t.co/rk5mmTMPpj https://t.co/AJoeATAbJG,N
"📰 Artemis II Crew Flies Farther Than Any Humans Before, Reaching New Distance Record

#ArtemisII #NASA #MoonMission #SpaceExploration #PerspectaNews

Compare perspectives from multiple sources:
https://t.co/iJtQVwi1Jf",N
"In 2010, @BarackObama cancelled critical @NASA Constellation Program, and tasked the agency with “Muslim Outreach”… Thank God that @POTUS is working to MAGA, as #Artemis2 orbits the moon…",
Genuinely scary how many people don't understand how the moon works. #ARTEMISII #NASA #MOON https://t.co/IMYVhisIBS,N
Unreal' solar eclipse: Artemis 2 crew just saw one of the rarest sights in spaceflight history  https://t.co/wikAC1HEKT,
"@BarneySimon You don't have a gotcha moment. The previous record was held by Apollo 13 which, including the emergency path (remember?) was 248,655 miles from Earth. Artemis 2 isn't a landing. It's a flyby. Which adds 4,100 miles and thus breaks Apollo 13's record.",N
George McInerney finds this interesting  👍  'Unreal' solar eclipse: Artemis 2 crew just saw one of the rarest sights in spaceflight history  https://t.co/dODE5vJbz7,
"@blartyyy @DrBenTapper1 The post is talking about Artemis 2’s view in their spacecraft past the Karmen Line, not about satellite’s teetering between the thermosphere.",N
@CEOofFuggy Artemis 2 is designed to be a test flight for life support systems.,N
"@MmisterNobody Surely that’s what Artemis 2 is about right, they’re trynna get project blue beam ready At the same time trump is about to wipe out the whole of Iran, and globally we lose 20% of oil. They want to make it seem like it’s the end of the world but that’s gods decision to make",
"Yeah, even I busted on you a bit for this. Apologies. 

Seeking knowledge should always be encouraged, not shunned. 

There are probably others here that have probably already answered this, but, think of how you view the moon from Earth right now — Artemis 2 was racing ahead of 6 the moon from an opposite, oblique angle before it swung around its far side (using its gravity as a boost) and back towards earth. 

Everything in space is always in motion. Nothing is stationary. Everything has to be accounted for when these interception flyby courses are plotted. 

And the light source is the sun. As the side of the moon we always see (due to being tidally locked to the earth) is lit up during a full moon, when it is ""dark"" its ""daytime"" on the farside of the moon. A ""lunar day"" on the moon is a month. 

👍",N
"The ""amaze amaze amaze"" just keeps coming. #ArtemisII",E
"The Artemis II crew’s lunar journey inspires awe, a celestial dance with history. Like their voyage, let Moonrise, your cosmic coffee app, brew connections under starry skies. Sip dreams, orbit inspiration! #ArtemisII #MoonriseCoffee #SpaceExploration",E
"Reid Wiseman, Victor Glover, Christina Koch, and Jeremy Hansen observe a total solar eclipse from space and set a new record for the greatest distance from Earth ever reached by a human, at 406,771 kilometers Artemis 2 begins its return to Earth after…  https://t.co/xvIQeZNq5N",N
"Following Artemis II 🌕

It’s not just the scale, it’s the mindset: years of prep, small steps, consistent effort.

https://t.co/Zd1buxM1KV 

What are you working toward, even when results aren’t visible yet? 🚀

#ArtemisII #Leadership #Consistency",N
@G0dfatherofeth @FearedBuck Artemis 2 doesn’t have a lander the whole point is flying around the moon to test modern systems for Artemis 3 which is planned to have a lander so they can land on the moon.,N
"@terrikibiriti They were,  until Artemis 2 flew beyond the moon to go around it.",
sorry but ‘the fake artemis 2 show’ is hilarious lmao,C
So cool to see this view of the Earth as seen from the Moon from #Artemis2,E
@bunilism are you on artemis 2??/ why are you upside down,
"Yesterday was for Earth; today is for the Sun. 🌍➡️☀️ The visuals coming from #ArtemisII are rewriting our visual history of the solar system. From ""Earthset"" to ""Totality,"" this mission is proving that international collaboration between @esa and @NASA can take us further than we ever imagined. The view from 2026 is better than anything we could have dreamed of!  #Artemis #SpaceInnovation #LunarOrbit #ScienceMatters #GlobalCooperation",E
@BigBoris_2 It is the coolest thing in our lives rn. And I hope they take the lessons learned with Artemis 2 and move humanity even further out to space.,E
"Good morning! ☕️ Good Afternoon, wherever you are reading from. After yesterday's space madness, the #ArtemisII crew is officially headed home. 🌍🚀

They’ve left the Moon's gravity and are currently downloading 4K footage of the 'Far Side' to NASA. Friday is splashdown day!

Who else stayed up for that 12 AM Earthrise? 🙋‍♂️✨

#BernTech #Artemis #SpaceTech #NaijaTech #MoonMission",N
I knew that Artemis 2 was a destruction from something.,
"@RobertPicardo Something we can all agree on.
Godspeed Artemis 2! 🇺🇸🫡🧑🏻‍🚀",E
Congratulations to the #Artemis2 crew for traveling farther from Earth than any astronaut has gone before!!! Now it’s our turn!! 🚀🌙,E
"Jesus was praised aboard Artemis 2

but when Jesus was praised in the NBA, a good man lost his job and his wife

THIS CROSS AROUND MY NECK COMES OFF WITH MY HEAD",
"This perspective is absolutely legendary! 🌒 Most of us spend our lives looking UP at the eclipse, but the Artemis II crew is looking across at it from deep space. A literal ""once-in-a-civilization"" photo. 2026 is officially the year we conquered the view! 🚀🛰️ #ArtemisII #Eclipse2026 #NASA #SpacePhotography #PopBase",E
"@TeslaXplored @elonmusk @wholemars That's Artemis 1.    IT was UNMANNED.  It flew a similar path (look up the mission on the Nasa site). 

Artemis 2 is the MANNED trial - testing all the crew needs &amp; loads of additional functionality. 

Artemis 3/4 will be the first landers of this series.",N
Love Artemis 2 – hate Trump!,E
@WhiteHouse @NASA @grok is this a picture from the 2026 Artemis 2 mission?,
"As the Artemis 2 circles around the dark side of the moon, a power-drunk leader threatens to annihilate one of the oldest civilizations in the world, and a new technological revolution is fast approaching with AGI. We’re doing an awfully good job being humans this week.",N
"@thestoicplumber You can't get to see Artemis 2 through a telescope because the void in space is smaller than the telescope lens and when you focus on these things, you will understand why.
You are a retard for saying this things.
OMG, you are a moron😝😝",N
@MagicJohnson Are you on Artemis 2 or something? We're already on to speculating if Austin is making the trip with Luka to get the radioactive goo injected into them.,
"@CaptainCoriolis @anmlbhvr7 @elonmusk Nothing,  Artemis 2 is the final test flight of a new capsule, like Apollo 8 was.   Future Artemis missions WILL land.",N
I love the Artemis 2 crew to the moon and back🙌🚀🌑,E
"Artemis II begins return to Earth after swinging around Moon’s far side

#ArtemisII #moon #Earth #NASA #optvusa

👇
https://t.co/R6r0tL7Ces",N
Visualize the Artemis 2 mission!,N
"🧐🤔 Me, trying to figure out if I have time to drive out to @NASA @NASA_Johnson this morning to grab one of those 🤩😎 #artemisII patches before work.",
"@EddieTheArts @UFOJukebox Beautiful! 👊🏻 
Keep the moonshots coming . Man, I have been really enjoying the Artemis 2 coverage as well . 🌒 🌘",E
"@jwsherrod It's weird that it says ""first photo of the far side of the moon."" Apollo 8 and Apollo 13 both took photos of the far side of the moon. Sure, Artemis 2 got a better look, but still, the White House should know American history.",S
"@Eliz_xoxo1 @Sallymedd12 @Kraytur3 Am loving this already, at least am learning something.
Now as they drop each tank, the ship becomes smaller.
Remember they need to get back to earth, since Artemis 2 is not stopping on the moon, we are assuming they will just turn around and get back. Where's all that fuel?",N
I bet them Astronauts on Artemis 2 where over the moon.,E
listening to Jim Lovells message to the Artemis 2 crew had me a whole sobbing mess i love space sm 😭,E
@Ania_In_UA The astronauts on Artemis 2 are using very powerful Nikon D5 DSLR cameras that can take photos almost in the dark. There are other Devices like iPhones and GoPros.,N
"I’ve become so obsessed with the Artemis 2 mission that it has me, a nearly 30 year old woman googling if it’s too late to become an astronaut",E
@HIDEO_KOJIMA_EN He posting this pictures as if he works for NASA or he's on that artemis 2 lol,
Need some wallpapers of the Artemis 2 flyby. #artemis2 #lunar #flyby,N
gokil coo artemis 2,
@MarioNawfal Thank God that there is a woman in Artemis 2 mission.,N
"Artemis II astronauts make history with record distance from Earth
 
#ArtemisII #SpaceExploration #NASA #MoonMission #HistoryMade #DeepSpace #Astronauts #SpaceNews #FutureOfSpa 

https://t.co/qI9cLEBCDW",N
Every new photo of the #ArtemisII mission is hitting like crack,E
"@RuralCatDef @Scaramucci He is going to authorise the use of a new super weapon that has been placed on the moon. 

Do you think the Artemis 2 has really been sent to just do a fly over? They are going there to activate the weapon.",C
@elonmusk this is Artemis 1 .. not Artemis 2,
"🚀@Astro_Jenni was assigned as @csa_asc astronaut Jeremy Hansen’s backup for the mission in 2023

https://t.co/CGrn26rupa

@Astro_Jeremy said: ""Jenni is someone who's extraordinarily operationally competent, but also one of the kindest people you will ever meet.""

#ArtemisII",N
"To the Moon – @Cambridge_Uni alumna &amp; @csa_asc astronaut Dr Jenni Gibbons is supporting the historic #ArtemisII mission 🚀

https://t.co/CGrn26rupa

Acting as the critical voice link between the #astronauts in space &amp; the teams on the ground at @NASA's Mission Control Center",N
"THAT was when the ALIENS made their move...
and replaced the astronauts on #ArtemisII!",C
"@GregKamradt they did artemis 1 with poppets
artemis 2 smells shit during 10 days",
This is one of the greatest photos ever taken. All of us. Together. #artemis2,E
If I was one of those astronauts on Artemis 2 I'd probably ask if I could stay up there for a bit longer.,E
@laikayips Artemis 2 is actually the first moon mission to have a toilet. Apollo had plastic bags.,N
"Artemis 2 yesterday, the devil wears prada today, top surgery tomorrow.. what a start of the week!!!",E
Truly a beautiful and historic image. #ArtemisII,E
@MeidasTouch The juxtaposition of the Artemis 2 mission representing the best of American ingenuity and this message from Trump threatening to destroy the world’s oldest civilization is a stark and horrific illustration of our times.,S
"@MyMelody_SO @EricLDaugh 4 billion dollars for Artemis 2, or about 11 dollars per US resident.",S
@elaikwong Artemis 2 crew the moon and I’m seeing my P’tawan ☀️ 🫠,
"Great mission by Artemis 2, closest to the moon fly past",E
"and seeing this at the same time as Artemis 2, a live letter to the best of humanity…like what the fuck are we doing THIS IS OUR HOME!!!! THESE ARE OUR PEOPLE!!!!!",E
I really want to go to space and see the moon up close now cus the artemis 2 stuff is so cool!!,E
"@patrickriitaaho @Polymarket The Artemis 2 only went out 1.6% further than the last record. It's hardly amazing, it was 4,101 miles further...",S
Obsessed with Christina Koch’s curly hair in space 🌀 #ArtemisII,E
"Born too late for #Apollo. I am still trying to take in the idea that I might see humans walk on the moon in my lifetime, and not only that but an actual permanent moonbase.  Ten years ago, five years ago, I would not have believed it.  

Thank you, #Artemis. #ArtemisII",E
"@Asmongold Theyre going to nuke Iran and observe the blast from the moon in Artemis 2 provided space is real.... wasnt the last time a ""nuke"" was used, was during the last moon missions?",C
@NASAArtemis Amazing !!!  Great job #artemis2 crew !!!,E
The Artemis 2 live stream is playing music from Kerbal Space Program,N
"""We love you from the Moon"". 
🥹♥️ #ArtemisII",E
"I have it on poor authority that the Artemis 2 flight was originally going to be the dear moon mission, but starship isn't ready yet so the USA was like hold my coffee jr, watch this",E
"@0xDaud @disclosetv First photo from Artemis 2, come on man.",N
"Even Astronauts Can't Fix Outlook: Lessons from Artemis II for Modern Businesses

https://t.co/fNElyz3FlY

#ITsupport #nasa #artemisII #outlook #microsoft",N
@NASAArtemis A truly surreal photo. This is going to become the defining image of Artemis 2 👏🏼,E
"Video of ‘Awkward Silence’ During Trump Artemis 2 Call Goes Viral
https://t.co/xqv3t5Nsqj",
"@ViaCrucis31 @TheLunarSurfer @mauthe_doog The soviets were part of the space race, china is planning on landing humans on the moon by 2030, india has probes around the moon, europe has numerous probes going around the solar system, and one of the astronauts on artemis 2 is literally canadian",N
@GVRCALLS $SXT spaceandtime meme Artemis 2,
@AIArtCook That's an epic vision of Lunar Base Alpha! Artemis 2's close pass is a huge step—clever apes indeed. Love how this AI art captures the future we're building. 🌕🚀 What's next on the horizon?,E
Amazing accomplishment from this #Artemis2 crew everything I’ve dreamed of and drawnsince I saw Apollo missions,E
"Artemis II astronauts break 56-year record as they travel farthest distance ever from Earth

https://t.co/GB30mmNAAn

NASA crew sends back never-before seen images of the far side of the moon ... 

#Space #NASA #ArtemisII #MoonImages #TrendingNews",N
"@Eliz_xoxo1 @Sallymedd12 @Kraytur3 Beautiful, so let's examine Artemis 2 together, where's all that fuel need for the journey kept?
Did you ever think about that?
Remember, they also need an equal amount of fuel to return back to earth. So do the math.",C
Kind of ironic today Trump chooses to obliterate Iran the same day we will get incredible footage and observations from the Artemis 2 mission.,
"Earthset 🤩 as viewed from Artemis 2! 
🌎 as seen from 🌒",E
"But the real question is, did the #ArtemisII astronauts play Dark Side of the Moon on the dark side of the #moon?",N
"#artemis2 
Nobody is actually flying that thing.
It's just Newtonian ballistics. 😀",N
"Artemis II just looped humans around the Moon for the first time in 50 years. Half a century where the farthest we ever traveled was low Earth orbit. The Moon was always there, waiting. Maybe the real question isn't why we went back, but why we ever stopped looking up. #ArtemisII",N
"I think of the space program (like Artemis 2), the great success of normalization, in which everything, down to the smallest detail, is controlled by the norm, showing humanity's growing ability to program the unfolding of events. How derivative, in this case, is human agency.",N
@zerohedge The timing of this and Artemis 2 are not coincidental,
i really love and really am fascinated by the moon!! 😫🫶🏻 that’s why i am so in love with the artemis 2,E
"@yatharthmann @winearther YOU think he thinks it's Artemis 2. Elon is the richest guy in the world, it's safe to assume he is not dumber than you.",
"Artemis II crew watching the Moon eclipse the Sun from lunar orbit. a sight no human has experienced like this before. The future of space is here!  

#ArtemisII #SolarEclipseFromSpace #NASA",N
where is the high resolution link to the artemis 2 earthset photo i need it for my phone screen,E
@GuntherEagleman @JSYKRobert The Artemis 2 mission was what was needed to bring people together again,E
Stunning. Absolutely stunning. Wow. 🤯🥹🌔🌏🚀 #ArtemisII #NASA #MoonJoy,E
I feel very parasocial with the Artemis 2 crew,E
I fucking love science especially space exploration! Go  #NASA!!! #artemisII,E
@FoxNews These Artemis 2 photos are pretty cool! NASA,E
"the one shining spot of 2026

ily artemis 2

you are holding my sanity and faith in humanity up with duct tape",E
@Shaffer6Alan @dpoddolphinpro Seeing 11 and II brings up memories of having an argument with my teacher who taught the class Apollo 2 landed on the moon. Wish they’d stick to one number approach. Some poor kid is going to have figure out if Artemis 2 or 11 was the shit show sling shot snooze around the moon.,S
"@elonmusk You said Starship would need 8 to 10 refuels one way to the moon. 
Artemis 2 is a better rocket then?

Hahaha...India landed on the moon 
🤣🤣🤣

Retarded sheep if you believe any of this 

https://t.co/H7c1RN6Eyy",C
United States of Artemis 2,
"@veronicaromm @JFK__01 You will soon find out they are alive. He's been working with Trump and the military to bring down the cabal. You need to wake up. You're probably one of those that thinks this whole Artemis 2 thing is real too. If you do, you are the delusional one and might want to seek help.",C
Why is it I know buzz aldrin and only Artemis 2?,N
"@Guccistarboi Loooking at this. We need to know how long the chain that brought oduduwa from the sky is. It must have been sooo long, especially if it’s now from the moon. I’m sure Artemis 2 people will sight the rest of the chain",E
Artemis II breaks Apollo 13’s distance record with daring moon flyby that included a solar eclipse https://t.co/6CkaiDITqi #ArtemisII,N
"All you have to do is a quick Google search on those missions, and it clearly states each mission’s distance in miles. The Apollo missions were similar, but since they were designed to orbit and land on the moon, they did not go the distance Artemis 2 went for a lunar flyby. Do you actually think Collins was as far out as Artemis 2 while orbiting the moon waiting for the other two astronauts? Can you honestly say that with a straight face? Besides, you’re the only one who’s actually naming Apollo missions. Most of the Goyim on this post don’t even know the difference between a lunar flyby and the Apollo missions themselves.",C
Artemis 2 pilot: There are no atheists “on top of rockets” https://t.co/l7S5rdg4Ct via @denisonforum,N
I’d completely understand if the astronauts on Artemis 2 didn’t want to come back to Earth.,E
"Captured today by Artemis 2 crew about 3-4am Pakistan time while they were experiencing a Los of signal on the far side of the moon.

Our Asia hidden in darkness of Mother Earth",N
@turtlesnip 😭 from Artemis 2’s lunar flyby lol,
@PopBase here we are trying to be ONE as humans as we celebrate NASAs accomplishment with Artemis 2… and here trump is. disgusting,
Spend my whole morning looking up conspiracy theories about #artemisii being fake I love being a #weirdgirl 🤓,N
@MarioNawfal Aren't we going to wait for artemis 2 to return for that diversion.,
Congratulations to #NASA and the #ArtemisII crew for setting a new flex for humanity.,E
"Absolutely gorgeous shot. Nice shot, Artemis 2 crew!",E
Artemis 2 just driving by the moon like a jilted woman seeing if her ex is home,E
everything about artemis 2 made me sobs oh my god wdym u named a crater on the moon after ur dead wife,E
The Artemis 2 crew might be all of whats left of humanity when they come back.,
Amazing #ArtemisII #MoonMission,E
"@WhiteHouse @NASA Incredible moment. Humanity looking back at the Sun disappearing behind the Moon from lunar orbit. History being written in real time. 🌘🚀
#NASA #ArtemisII",N
"Record-breaking Artemis 2 completes moon flyby, heading home https://t.co/GwKL7P2BNh via @earthskyscience",N
#ArtemisII Astronauts Head #Home After Historic Journey Around the #Moon https://t.co/fg01uu2w9K via @NYTimes,N
They know everyone hates them so they capitalized on how popular Artemis 2 is and shared the best pics from their account instead of NASA’s. Still an amazing achievement for humanity and science nonetheless,S
"https://t.co/RfnPFjEv2Y Artemis 2: Meet The Heroes Breaking Records On The Moon Mission  

#Artemis2 #MoonMission #space #NASA #Orion #ReidWiseman #VictorGlover #ChristinaKoch #JeremyHansen #astronauts #affiliate #spaceadventure #FutureOfSpace #thescenedaily #annakarolinaheinrich",N
"The Artemis 2 and this post of one of the Astronaut is proof to keep dreaming y'all! 
Because the universe gives back ✨️",E
Totality is now as convenient as a glass of water. No waiting on Earth to experience it. #Artemis2 #totality,E
