text,label
"astro reid My wish is that we all hold on to the lessons of hope, inspiration, belief, tenacity, and all the other goodness that nurtures the human spirit. Our humanity gained something chromatic and effervescent with this shared space flight. With immense gratitude for ArtemisII.",Enthusiastic
"The amount of happiness and whimsy I felt these last few days following the Artemis 2 mission has been something else. No matter how awful our planet can be, we can still do such incredible stuff like this! Super happy to have the crew back!",Enthusiastic
the sun is super bright in artemis 2,Neutral
So what Buzz is likely on about is there was no moon landing only an orbit like Artemis 2. Which would explain the information he gave.,Conspiratorial
police car light Breaking: NASA just gave Artemis II the GO for tonight's TLI burn. 4 astronauts about to leave Earth orbit for the first time since 1972. No human has crossed that line in 53 years. History at 7:49 PM ET. full moon Artemis2 NASA,Enthusiastic
BGatesIsaPyscho i think the artemis 2 is just a test-run for long range rocket weapons,Conspiratorial
"And if you want the feeling of hope to continue after Artemis 2, I recommend film The space between us. It’s cheesy, but it does its job",Enthusiastic
"still exist, here to simply say this whole Artemis 2 mission has been so amazing, was literally looking at some daffodils earlier just grateful we’re all on this planet",Enthusiastic
Everyone at the artemis2 launch needs to look at the moon right now,Conspiratorial
CONTACT REESTABLISHED! Artemis2,Neutral
Amazing !! Kudos ArtemisIi NASA TeamAmerica,Enthusiastic
"StarlightDaryl This is a very beautiful piece you made! Godspeed Artemis 2, ad astra per aspera!",Enthusiastic
"I know. But see it falls back to my reply above. It's gonna take some time to get back to some quality. That's just how it's gonna be. I'm gonna bet that it'll be a step change for the better for Artemis 3. But I think for Artemis 2, the team would've prioritized reliable telemetry over better camera feeds, and that's ok. For now smirking face",Enthusiastic
If the ArtemisII crew doesn’t come back with cosmic powers is that a fail? I mean it’s not like their vessel was hit by cosmic rays and the four would change forever but in the most fantastic ways.,Enthusiastic
"The data isn't transmitting yet, but you can follow the exact position and other data about Artemis 2 from the Nasa site:",Neutral
i need those artemis 2 moon pictures soo bad,Enthusiastic
"From seeing the far side of the lunar surface to redefined perspectives on Earth, the Artemis II crew is proof that space still has the power to bend your mind. full moon rocket ArtemisII MoonMission SpaceExploration",Neutral
Artemis 2 back in contact with ground control now dudes o yah,Enthusiastic
"Shelley Knight1 For me it's a little ganja, morning dew, feeding the sparrows little bread balls, and following the Artemis 2 mission. Been tracking since launch. MAGA and interplanetary red heart United States red heart United States red heart United States red heart United States red heart United States red heart United States rocket rocket GOOOOOOO AMERICA.",Enthusiastic
Grok is the Artemis 2 mission staged?,Conspiratorial
natelonmusk The black man who was in the artemis 2 already answered your question . He is descended from the tribe of Ghana .,Neutral
AntonioSabatoJr It's further away now...they said Artemis 2 has travelled farther than any spacecraft before it...I'm confused rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,Conspiratorial
"Artemis 2 is only going about 4.5k miles further into space beyond the moon than appollo 13 did At the +4kmph theyre traveling, it makes their flight last a grand total of maybe 90mins longer. Not that big of a deal, why y'all acting like it is man shrugging",Critical/Skeptical
Who’s chopping onions? crying cat ARTEMISII NASA SLS SpaceLauncherSystem Orion LunarMission ReidWiseman VictorGlover ChristinaKoch JeremyHansen Carroll CarrollTaylorWiseman,Enthusiastic
"Proof that basic technology will always get the best of us rolling on the floor laughing coming from someone in STEM victory hand ""Did you guys press the push to talk button?"" ""Yes we pushed the push to talk button."" nasa NASAArtemis Astro Christina nasa artemis2 inspired",Enthusiastic
SenSchumer What happened to how many people could have been fed or on Medicare? Artemis 2 is not cheap like your raw burgers and cold cheese.,Critical/Skeptical
Right on perfect time!!!!! So freaking cool!!!! Job well done! Congrats!!! ArtemisII NASA,Enthusiastic
brickett24 esjesjesj Is that from Artemis 2? That’s stunning.,Enthusiastic
Watch the Artemis II crew come home!!! Re-entry and Splashdown! artemis2 via YouTube,Neutral
Just check out the academic qualifications of the Artemis II astronauts and their space experience. These guys didn't just have a first time experience in space. NASA ArtemisII,Neutral
"NASA released some better footage of the Artemis 2 launch but a lot of it makes the SLS rocket look pretty janky. That rough, orange, insulation foam doesn't look good up close, you can also see what looks like caulking smeared everywhere. The pride in workmanship is not there.",Critical/Skeptical
Congratulations to the crew of ArtemisII on going beyond where no human has gone before!,Enthusiastic
Live from Artemis2...! NASAArtemis Lachroniquespatiale,Neutral
"cancer placements, i truly hope you’ve enjoyed NASA’s artemis 2 mission to the moon. Cancer sparkles let this be a reminder of your greatness as lunar ruled people. the world admires you, acknowledges you & adores you & your ruling planet. the past 10-days have been such a blessing, truly. sparkles",Enthusiastic
Artemis 2 Liftoff: Where Is NASA’s Orion Spacecraft Now? Here’s How to Track the Moon Mission Live from Your Phone — Link Inside,Neutral
Now is when the Aliens abduct them.... nasa artemis2,Conspiratorial
These got these astronauts just sitting there in the middle of the ocean……. face with tears of joy ArtemisII,Critical/Skeptical
Watching the Nasa live feed of Artemis 2 is kind of cool,Enthusiastic
Artemis II crew ‘happy and healthy’ after completing historic Moon mission ArtemisII NASA MoonMission SpaceExploration Astronauts Science Innovation SpaceNews,Neutral
"Headphones on, listening to Artemis 2 transmissions... Think I finally get the appeal of Monitoring the Situation. Starting thermal roll....",Enthusiastic
The 4 surviving astronauts to have walked on the Moon. Buzz Aldrin (Apollo 11) is 96. David Scott (Apollo 15) is 93. Charles Duke (Apollo 16) and Harrison Schmitt (Apollo 17) are both 90. NASA plans to return VERY soon. Hope they get to see it happen. FantasticFour ArtemisII,Neutral
"Humanity is moonbound again. full moon rocket ArtemisII marks the first crewed journey around the Moon in over 50 years — a defining moment where AI, aerospace, medicine, and human resilience converge. At INAIM, missions like this remind us that the future belongs to those bold enough to build beyond Earth. The next frontier isn’t coming. It already launched. NASA Artemis MoonMission Space AI Innovation FutureTech INAIM (The Washington Post)",Enthusiastic
"Why not land Artemis 2 on the moon? It went all that way, spent all that money and didn't land? Why?",Critical/Skeptical
TL is just artemis 2 stuff my heart is so full,Enthusiastic
Huge props to the Artemis II crew for completing their record-breaking trip around the moon. They deserve all the praise they are getting. ArtemisII,Enthusiastic
sundarpichai A truly historic milestone for humanity. rocket full moon The Artemis II mission is a testament to what we can achieve through global collaboration and persistent innovation. ArtemisII NASA,Neutral
"Objective evidence the Artemis 2 launch was completely fake. Now you must ask yourself, “why are there so many people in spaces protecting NASA’s fake missions if they are not counter intel assets?",Conspiratorial
"On the very day the Artemis 2 “ark” is at its maximum distance. Anyhow, nothing will happen, don’t worry. Trust God. But confess your sins and profess your faith just in case. And he’s talking to Israel. They’re the civilization at risk (of Iranian retaliation).",Conspiratorial
"RedpillDrifter Just like Apollo 8 preceded Apollo 11 mission, Artemis 2 precedes Artemis 4 I know flerfs are notoriously awful at maths but this is a whole new level of stupid person facepalming medium skin tone",Neutral
grinning face A historic step for humanity—and a proud moment for international cooperation in space. ArtemisII shows what is possible when partners work together toward bold exploration goals. smiling face smiling face with smiling eyes Europe is part of this journey to the Moon and beyond rocket full moon esa AschbacherJosef ESA NASA,Enthusiastic
"Just sayin', but SpaceX would have had them out of the capsule directly on the ship by now. ArtemisII .",Critical/Skeptical
"The iPhone 17 Pro Max is possibly the most advanced camera system in a mobile phone, so it makes perfect sense to use on a space mission. ArtemisII",Neutral
terrikibiriti They landed on the moon. Artemis 2 flies by it.,Neutral
NASAAmes Note to say hello Lucas Ye and family. Thank you Lucas for your contribution to the Artemis2 mission with Rise. Continue to use your curiosity and gifts to inspire others. brown square NavyVeteran brain atom symbol nerd face STEMABer,Enthusiastic
BoLoudon Artemis 2 did not go to the moon. They went around it,Neutral
"Complex rocket UPDATE: The Artemis II crew is eating well during their 10-day trip around the Moon — 189 food and drink options, no fridge required. Tortillas, mac and cheese, brisket, and coffee are on the menu. hot beverage crescent moon Hungry for space? backhand index pointing down NASA ArtemisII SpaceFood",Neutral
red circle NASA's Artemis II astronauts return to Earth after completing Moon mission ArtemisII NASA SpaceMission link,Neutral
"upslovemachine LarryOConnor Man I couldn’t help but think while I was watching it “uh oh… Challenger 2, Artemis 2” face exhaling so far so good! God Speed Artemis 2 waning gibbous moon",Enthusiastic
I watched the Artemis 2 splashdown yesterday and I felt silly almost crying but it just reminds me that humanity can be amazing amid all the bad stuff.,Enthusiastic
Somebody needs to explain this extraction process to me. They couldn’t just airlift the capsule onto the Navy ship? Nasa Artemis2,Neutral
"The Artemis 2 mission is a critical bridge between uncrewed testing and a permanent lunar presence. Today’s focus isn't just about getting off the ground; it’s about the proximity operations and life support testing that occur shortly after launch. Once the Orion capsule reaches a High Earth Orbit (HEO), the crew will perform a ""proximity operations demonstration."" This involves using the spacecraft’s cameras and sensors to manually fly near the spent Interim Cryogenic Propulsion Stage (ICPS). This maneuver is essential for proving that Orion can perform the complex docking and rendezvous tasks required for future missions that will connect with the Lunar Gateway or the Starship HLS lander. Furthermore, this mission is the first time humans will rely on the Orion’s Environmental Control and Life Support System (ECLSS) in deep space. Unlike the International Space Station, which can be resupplied or evacuated quickly, Artemis 2 will push the crew beyond the protection of Earth’s magnetic field. Testing how the system handles the radiation environment and carbon dioxide scrubbing over a 10-day period is the ""make or break"" milestone for certifying the vehicle for the Artemis 3 lunar landing.",Neutral
"BillWoo66472598 adrianmkemp NASAAdmin Apollo 8 orbited the Moon 10 times. So Artemis 2 is more than Apollo 7, but not quite an Apollo 8. More of an Apollo 13.",Neutral
There was a bit of toilet trouble on NASA's Artemis 2 mission to the moon urine....the capsule. fixed!,Neutral
"It been so wonderful following ArtemisII with everyone here, on butterfly , and on Threads. It really feels like our spacetweep community is coming back together. Moon Joy forever! If I’ve missed a follow, please reply so we can all stay in touch! More science to come after all!! face holding back tears heart hands light skin tone",Enthusiastic
I get more and more jealous that I will never know what it feels like to be out in space and looking at our world so high. Nasa space artemisii,Enthusiastic
"I’ve been watching the Artemis 2 mission, and it’s incredibly fascinating. I must admit, it fills me with hope for humanity amidst the current challenges. I genuinely believe that if we can unite, we can venture further into space. NASA space",Enthusiastic
"NASA Why don't we have cameras at the tip of a shuttle, like a dashcam, showing a true ""driver's view"" during launch and flight? And before anyone says they will burn up from the heat, they could just be mounted inside, pointing outward. ArtemisII Artemis2",Critical/Skeptical
"I've been off Twitter as part of a Lenten fast. Now that I'm back, I can share how much I'm loving NASA's broadcasts and work on Artemisii.",Enthusiastic
"tweetbuster01 i11umin8ed People don't remember that Apollo 1 literally cooked its pilots on the launch pad. Besides, Artemis 2 is being done precisely to find and iron out these kinds of issues. before they do the actual lunar landing.",Neutral
Truly amazing. Safe journey home for these amazing and brave astronauts. full moon rocket ArtemisII United States Canada NASAArtemis NASA,Enthusiastic
"Artemis felt like the first good thing for all of us in a while. For a few minutes, the world stopped and looked up. Same species. Same sky. Two choices. — Max O. globe showing Europe-Africa sparkles Artemis ArtemisII Hope",Enthusiastic
ArtemisII sails through trip around moon after surpassing Apollo 13's distance record,Neutral
i need that artemis 2 lego,Enthusiastic
"DHOpinion | NASA’s ArtemisII mission to the Moon, which was launched on April 1, entered its lunar flyby phase on Monday. Opinion Space ScienceNews",Neutral
NASA Artemis II Flight Update: Orion Spacecraft Successfully Separates From Rocket Upper Stage As Artemis II Mission Progresses Towards Moon NASA ArtemisIIMission ArtemisII MoonMission,Neutral
"10 minutes after Artemis2 clears the backside of the moon Elon has an HD clip. Nowhere can you find this. The broadcast from NASA NASAArtem has been 1 cam, 720p. Allegedly 70 cams on board. artemisII artemis2 Why do poor people get slop feed when the good feed is available?",Critical/Skeptical
"Ever wondered what it feels like for a spacecraft to completely lose contact with Earth? No voices. No signals. Just silence. During the Artemis II mission, there was a moment when this became real. NASA ArtemisII lunarmission",Neutral
NASA Press Conference on Artemis 2 rocket,Neutral
"ARTEMIS II WAS A BEAUTIFULLY DIVERSE, PICTURE PERFECT SUCCESS. IT WAS A THING OF BEAUTY, AS IS ONCE-GREATER AMERICA “Let’s Invest in Togetherness” NASA ArtemisII USA CANADA UKRAINE",Enthusiastic
NASA’s ArtemisII mission has sent astronauts to the moon for the first time in over 50 years. Scientists at LASPatCU and CUArtsSciences are supporting the Artemis program by studying the moon’s extreme thermal environments. NASAMoonCrew,Neutral
"""Integrity: Tank Pressures are good for the burn"" ArtemisII",Neutral
"project hail mary, artemis 2 launch, and 17776 day happening in quick succession... we love to see it",Enthusiastic
WHY CANT WE SEE LIVE VIDEO FROM ARTEMIS 2 RIGHT NOW AS IT APPROACHES THE MOON? NASA WTF SCAMMERS,Critical/Skeptical
MAGAVoice I’m watching the coverage of Artemis 2 and it soo long to extract those astronauts out. Why not hoist the whole capsule to a cargo helicopter and take the whole thing and just dropped them on top of a navy ship? We still have a long way to go on space exploration.,Critical/Skeptical
"10 days. 694,000 miles. Finally, all four are back on home soil. full moon house Welcome back to the crew of ArtemisII! The Moon looks good, but Earth looks better.",Enthusiastic
A lot more leg-room in the modern Orion capsule. It must not be a Westjet flight! face with tears of joy ArtemisII NASA,Neutral
The West Digging For Rare Earths on the Moon ArtemisII NASA Moon SLS Orion RareEarths CriticalMinerals Neodymium Dysprosium Lanthanum Cerium Gallium Yttrium Gadolinium Praseodymium NdFeB SmCo SpaceExploration LunarMission,Neutral
Artemis II launched today — first humans heading to the Moon since 1972. Four astronauts on a 10-day lunar flyby. The space race is back. rocket full moon Artemis2 NASA SpaceExploration,Neutral
Artemis 2 is not the 1st mission to go round the moon ..,Neutral
"greta The European Service Module (ESM) for Artemis 2 is made in Europe. Built by Airbus for the European Space Agency (ESA), this crucial component provides power, propulsion, water, and oxygen for the Orion crew capsule. Assembled in Bremen, Germany.",Neutral
Now we wait to get signal back… folded hands medium-light skin tone sparkles globe showing Americas waning gibbous moon rocket LOS ArtemisII NASA,Neutral
"Congratulations NASA. May God bless the Team,Astronauts the Moon Mission. Artemis 2 of NASA taking Astronauts to moon 5 decades after Appolo,sets the records clear once again. Yes, Appolo had been to Moon,so too now Artemis2.",Enthusiastic
I am obsessed with the Artemis 2 are you?,Enthusiastic
PaladinRood Proof is in the pudding Artemis 2 crew survived re-entry unharmed thumbs up,Neutral
"Was I the only one who was like (to the Artemis II crew) ""wait... Don't come back. Stay out there."" ArtemisII",Neutral
"DschlopesIsBack Fake! No one has ever landed on the moon, not even the Artemis 2.",Conspiratorial
"BBCBreaking Amazing milestone! The first humans beyond LEO in over 50 years. Proud of the Artemis II crew, Reid, Victor, Christina Jeremy. The Moon is calling us back. ArtemisII",Enthusiastic
this Artemis 2 mission has given me a lot of joy! I’ve been excited for the whole thing even weeks before they left. lol I’m glad it all went well and they got those cool pics and everything else we have yet to see and I’m glad they’re all back and safe. Go science! head shaking vertically rocket astronaut medium-dark skin tone globe showing Americas,Enthusiastic
BarackObama NASAArtemis We all should be proud of what Artemis 2 did.,Enthusiastic
"Welcome home, Artemis 2.",Neutral
NASA live feed for Artemis 2,Neutral
"They finally decided to go to the moon or close by, did they got a good camera or phone to take pictures with better resolution? After 50 years that should be a must have so Artemis2",Critical/Skeptical
History in the making! rocket The Artemis II crew are back in Houston after their record-breaking lunar mission. See the emotional homecoming for the four astronauts who just ventured further into deep space than ever before. full moon man astronaut ArtemisII NASA MoonMission,Neutral
"ArtemisII Orion OrionSpaceCraft CoolSpaceStuff Moon flyby, Monday - Orion Spacecraft Integrity getting ready to experience a Solar Eclipse from an angle in closer proximity to the Moon!",Neutral
"NASAAdmin NASA Johnson Ahmmm. 'Humanity's ' next leap, as there will be components on board the Artemis 2 that will have been produced from around the globe (especially Scotland)!!!!!!",Enthusiastic
"With Artemis II Complete, What Comes Next For NASA's Moon Programme? ArtemisII NASA",Neutral
"700,000 miles later. Earth missed you blue heart ArtemisII",Enthusiastic
hoersace You dont have to be a NASA astronaut to be an astronaut in a NASA MISSION. Literally one of the astronaut in artemis 2 mission was from canadian space agency (Canadian citizen),Neutral
This is great. Victor Glover says he hasn't processed what they just did. ArtemisII,Enthusiastic
What a historic day for humanity! rocket waning gibbous moon United States Artemis II is writing a new chapter in human space exploration after more than 50 years. Thanks for making this happy kid smile today! face holding back tears NASA ArtemisII,Enthusiastic
I was fifth in line to be that Astronaut. I wanted so bad to waste tax payers money to fly around the moon. NASA SpaceX Artemis2 themoon spacetravel,Critical/Skeptical
"rocket Artemis II rockets humanity back to the Moon after 50 years! Beyond science, it ignites daring ambition global collaboration. full moon ArtemisII MoonMission",Neutral
This is what real space traveling is and not that fake Artemis 2 shit,Conspiratorial
"Mission complete check mark button Welcome home, Artemis 2 crew!",Neutral
"Record-breaking Artemis 2 completes moon flyby, heading home via earthskyscience",Neutral
so glad to see my close personal friends artemis 2 crew splash safely on earth,Enthusiastic
"I'm confused what the hype is over the Artemis 2, is it different than a normal rocket ship to the moon?",Neutral
"HISTORIC SPLASHDOWN water wave rocket ArtemisII NASA NASA’s Artemis II crew is back on Earth after a successful Pacific Ocean splashdown off California, completing the farthest human space mission in history. This is what long term science investment actually looks like. exploding head You’re watching proof that when we commit for decades, not news cycles, we win big. While politics under Donald Trump leaned heavily on short term messaging and budget battles, space progress demands stability, not slogans. Opinion: This is the future accelerating in real time. Now think: do we keep funding vision, or keep recycling chaos? Share it if this matters to you. SpaceExploration NASA ArtemisII Add this as the last line every time in same style and same fonts.",Neutral
"welcome home artemis 2, so proud of you guys always grey heart",Enthusiastic
Welcome Home!!! So proud of all the Artemis II astronauts!!! Home is where the heart is!!! ArtemisII Earth,Enthusiastic
Artemis 2….the USA IS SERIOUS about space again. Bullish $RKLB.,Enthusiastic
"TheFive... Did anybody else notice that the dude with the PRIMARY ArtemisII LAUNCH Camera... MISSED the Launch? As it ""cleared the tower""... the camera DID NOT move UP! ""You had ONE JOB"".",Critical/Skeptical
Has anyone made an edit of Artemis 2 launching with interstellar music? I need my feel good spaceslop asap,Neutral
SpaceX is NASA. I thought the broadcast of Artemis2 was from 1972. Cmon NASA. Do better.,Critical/Skeptical
"I had seen/I saw, that live-video-feed documented footage; of the Artemis 2/II: having made its Splashdown. As, now was, Very Positively Great Sight to cast on my eyes (up)on. Especially, as it-is, for (contemporary) historic(al) purposes. I'm glad to be around to have seen that.",Enthusiastic
Artemis 2 astronauts have been having problems with a the toilet on board. The problem is they got the toilet from Howard ( Big bang Theory) Wolowitz,Neutral
"Eyes and ears on you. Hello from Tamilnadu, India. Welcome home Artemis2 crew. Artemis2",Enthusiastic
rip to all the astronauts aboard artemis 2 broken heart can’t believe this happened,Conspiratorial
"History made! rocket After 10 days and 600,000+ miles, the Artemis 2 crew has officially splashed down. See the incredible moment Orion returned to Earth. crescent moon globe showing Americas Artemis2 NASA Splashdown",Neutral
« Mission is over »… pleading face Thank you so so so so so much NASA esa loudly crying face face holding back tears ArtemisII,Enthusiastic
"This is brilliant! No AI slop, just real pure experience from real life... Artemis II Artemis2 space rocketlaunch",Enthusiastic
rocket The Orion capsule carrying the Artemis II crew has splashed down off the California coast! Check out the highlights. water wave ArtemisII NASA Watch here: [YouTube Shorts]( bhivelabs,Neutral
elonmusk Cough face with medical mask cough face with medical mask far cough face with medical mask ElonMusk NASA ArtemisII Interesting how the first Dog dog face that went into Space died because of heat and cooked within minutes ! Google it !,Conspiratorial
"ApoStructura mikusingularity I just want to do my own personal Artemis 2. Maybe a moon vacation. I am an earthling but I am thrilled for those who want to explore Mars, Ceres and the moons of Saturn- send video!",Enthusiastic
Artemis II is the first crewed mission to fly around the Moon in over 50 years. 4 astronauts aboard Orion are on a 10-day journey to lunar orbit and back. ArtemisII NASA,Neutral
"For the first time in decades, I woke up today feeling like American human spaceflight was going somewhere again. ArtemisII artemis SLS",Enthusiastic
"Was honestly expecting more live feeds from the crew in this era, like live footage from inside the capsule, HD video and so on. I guess that stuff takes weight and power. Slightly disappointed but it's not for my personal enjoyment. ArtemisII",Critical/Skeptical
MaryVought You are gullible enough to not even ask what the pilot was doing there in the first place - you are the same sheep who think the Artemis 2 trip is real,Conspiratorial
treasureh8nter I enjoy foolish posts by uninformed/stupid people. The Artemis 2 orbit is an elliptical orbit of the moon that takes them more distant from the earth than the Apollo mission orbits - Artemis still farther than Apollo; Apollo still landing on the moon; both can be true.,Neutral
TheRISEofROD BasedSolutions1 The Artemis 2 is a satanic lie,Conspiratorial
"TheAstroN8 LimitingThe During the Artemis 2 live stream they were wondering out loud if we’d ever have the technology to avoid the blackout, haha.",Critical/Skeptical
"There was a little potty problem on NASA's Artemis 2 moon ship. Going 1 is a problem, 2 not so much.",Neutral
Ahh shite I missed the landing I fall asleep during the live stream But well did rewatch the stream tho... Anyways Congratulations to the crew of integrity for such a historic achievement artemis2 Can't believe I was here to witness this heart suit heart suit heart suit,Enthusiastic
"The bittersweet part of all this NASA stuff is that you forget who the president is, and they remind you of it while they have to inflate his ego and try to prevent him from cutting their budget. Do what you have to do, Artemis 2, that man doesn't have much time left.",Critical/Skeptical
"pipkinpippa Artemis 2 is a test for Orion capsule, the biggest mission is the achievement of lunar orbit and shooting back to Earth using lunar gravity. Artemis 4-5 want to establish a moon base; 3 is another test before that",Neutral
Liandrium Artemis 2 crew has silver iphones 17 pro maxes,Neutral
*cheering and clapping with the rest of the world as all four astronauts are extracted from Integrity* ArtemisII,Enthusiastic
"The Artemis II crew has arrived back on Earth, ending a nearly 10-day journey around the Moon. The trip took them farther into space than humans have ever gone before, and now they're safely home with us. ArtemisII NASA SpaceArt Usa",Neutral
"Proud and hopeful, we’re reminded we all share one beautiful home - Earth. Just as Artemis II pushes boundaries, we’re committed to helping your brand do the same. Here’s to pushing frontiers together! eletmediaandconsulting NASA ArtemisII Space nasa nasaartemis",Enthusiastic
We launched astronauts to the moon before we got GTA VI. ArtemisII,Enthusiastic
“Full moon joy still” face holding back tears ArtemisII,Enthusiastic
What a successful lunar flyby by the Artemis 2 crew,Enthusiastic
rocket Orbit alert: NASA just launched Artemis II — first crewed lunar flyby in over 50 years. Four astronauts riding Orion on a 10-day Moon sling. Deep space crewed exploration is officially back. First thing we build on the Moon?,Enthusiastic
ArtemisII's recap Artemis,Neutral
"greta And the Europeans for providing the entire command module, including the perfect solar panel array. Artemis 2 was the most DEI mission ever. Intelligence over incompetence Greta!",Critical/Skeptical
Why is it that images from space took by astronauts are cristal clear but the ones taken on the Pacific are faded? ArtemisII NASA,Neutral
Something about Artemis 2 feels different – and it’s raising questions Disguised demons? rolling on the floor laughing,Conspiratorial
"rocket NASA’s Artemis II live launch broadcast signals a new chapter: humans returning to the Moon with a crewed mission. Stay tuned for real-time insights, mission progress, and breakthroughs fueling deep-space exploration. ArtemisII NASA MoonMission rocket",Neutral
"Artemis II just looped humans around the Moon for the first time in 50 years. Half a century where the farthest we ever traveled was low Earth orbit. The Moon was always there, waiting. Maybe the real question isn't why we went back, but why we ever stopped looking up. ArtemisII",Neutral
We're going back to the Moon! Heck yeah!!! crescent moon rocket man astronaut Let's go ArtemisII !!! The best of humanity is when we work together!,Enthusiastic
What can we expect from the communication blackout on Artemis 2 The blackout will take place shortly and last around 41 minutes before we regain communication with the spacecraft,Neutral
Earthset globe showing Asia-Australia captured by Artemis 2 orbiting Moon new moon,Neutral
02 April 2026 00:36 ARTEMISII LUNAR MISSION SPACECRAFT WITH 4 ASTRONAUTS ON BOARD LAUNCHED FROM CAPE CANAVERAL - NASA BROADCAST,Neutral
"elon why is the NASA Artemis2 not equipped with similar harness on the capsule so that it can be lifted by a ship like your capsule by SpaceX , may be you can provide some design idea for Artemis3/4/5",Neutral
This 10 day Artemis 2 trip sure seems to have whizzed by ..,Enthusiastic
Live feed from the Artemis 2,Neutral
NASA NASAArtemis Histroic moment! Bravo Artemis 2 person bowing light skin tone,Enthusiastic
Artemis II crew watching the Moon eclipse the Sun from lunar orbit. a sight no human has experienced like this before. The future of space is here! ArtemisII SolarEclipseFromSpace NASA,Neutral
Hifiguy1970 nickofnz Did you admire the NASA science and technology behind Artemis 2?,Neutral
seriously great job to EVERY SINGLE PERSON who had any part no matter big or small and thank you to those who contributed to things that brought us here!!! ArtemisII,Enthusiastic
NASA ChatGPT says Typical total time from splash down to astronaut extraction: ~20 to 45 minutes. Why so long with ArtemisIi?,Critical/Skeptical
Some throw rockets into the ocean (Artemis 2) Others try to clean what’s already there,Critical/Skeptical
oddeyecircl67 id hamberry congrats Artemis 2 team for landing back on earth safely! Thanks for bring another photo from the moon. Great achievement clapping hands,Enthusiastic
The crew is the same. NASA ArtemisII NASAKennedy,Neutral
"So glad PjEvans29203566 and I didn't play a drinking game every time they said ""front porch"" artemis2 nasa space",Neutral
New scene in spaceship earth Disney? Artemis2 Epcot,Enthusiastic
Good comms from Integrity/Orion as they come around the moon! Come on home ArtemisII crew! NASAArtemis NASA WLWT,Enthusiastic
"rocket History made. ArtemisII launched, sending humans back toward the Moon for the first time in over 50 years. This mission is paving the way for the next era of space exploration. full moon Updates from NASA: NASA Artemis MoonMission SpaceExploration SLS",Neutral
just reading the Artemis 2 wikipedia page for fun now that the mission is over,Neutral
Soooo the rest of the artemis 2 body is jus gonna float in space?,Neutral
lookner Did they take Al Bundy? rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing Safe journey Artemis 2!!,Enthusiastic
"Astronauts, they’re just like us! ArtemisII",Enthusiastic
Est2009182342 HealthRanger Check the NASA Artemis 2 Flight live channel on YouTube.,Neutral
Artemis II astronauts bound for moon after rocketing away on NASA's first lunar voyage in decades ArtemisII,Neutral
Artemis 2 is back on earth y'all i'm gonna cry,Enthusiastic
"To the astronauts of the Artemis II, welcome home! Congratulations on your mission! ArtemisII astronauts NASA",Enthusiastic
CindyontheBay You mean a Fake Moon Mission like Artemis 2 ??????,Conspiratorial
"hawklaws NASA Have you tried to take a photo at night time? The colors become dull and grainy. Now look where the sun is in each photo: Apollo 17: direct sunlight Artemis 2: sun almost behind earth, meaning the photographed area is at night time, hence, dull grainy photo",Neutral
“A journey to the Moon” Artemis ll Artemis2 ArtFilm SpaceExploration,Neutral
Congratulations for EVERYONE responsible for the mission! ArtemisII we're waiting for you at Home Integrity ♡,Enthusiastic
We have reached the closest point of ArtemisII destination 4k and change from the moon,Neutral
"covie 93 Imagine assuming that the scientific method is being applied equally. Imagine the artemis 2 mission gave nasa execs billions of dollars regardless if the astronauts made it or not, there might be a conflict of interest in rushing it",Critical/Skeptical
check mark button NASA chief Jared Isaacman says Artemis-2 crewed lunar mission ends successfully; U.S. to keep launching Moon missions until 2028 landing. Artemis NASA,Neutral
"Artemis 2 is just absolutely amazing, mind-blowing what humans are capable of",Enthusiastic
"Fake news – Only about 10% of world news is true today! Artemis exposed: Proof Artemis 2 was FAKE Artemis 2 live camera footage is FAKE. And Artemis 2 itself was completely fake, with green screens, etc. Artemis 2 Cameras Great catch! Everything will...",Conspiratorial
"Anyone else having post-mission blues? For 10 days I tuned into Artemis 2 first thing every morning. Now there’s just nothing. Miss the crew already. I am a not OK, no shows can top that live stream anymore.",Enthusiastic
StonksHodl CinemaHub NASA Artemis 2 is further from the surface. Try using your critical thinking skills on this next time.,Neutral
"RealSamRogers But the sun is behind the earth, which is behind the moon. The dark side of the moon is actually dark the whole time Artemis 2 visited.",Conspiratorial
There was a bit of toilet trouble on NASA's Artemis 2 mission to the moon,Neutral
NASA defines orange suits to ensure astronaut safety on the Artemis 2 mission Artemis2mission NASAlaunchMoon orangespacesuits spacesecurity,Neutral
ArtemisII Crew Reid Wiseman Victor Glover Christina Koch Jeremy Hansen Photo launch NASA,Neutral
"Artemis 2 crew broke a human travel record, flying over 252,000 miles. Pilot Victor Glover Jr. stated, ""There are no atheists on top of rockets."" The mission includes the first woman, Canadian, and Black astronaut to the moon.",Neutral
Guys why are some don't believe this Artemis 2 thang??? Whats the real story there??? thinking face thinking face thinking face ArtemisaJuntosSomosMás Artemis Artemis2 ArtemisTwo,Neutral
"All our lives NASA taught, ""the earth is NOT a perfect Sphere, it is heavily tapered at the poles cuz of the spinning. It is some level of a ""Spheroid"". Now, they want us to believe it looks like it's drawn with a fuckin compass! WHICH...ONE...IS...IT?! ArtemisII",Conspiratorial
Where’s the videos/images from Artemis 2?,Neutral
